"Año","Mes","Trimestre","Llamante","Almería","Cádiz","Córdoba","Granada","Huelva","Jaén","Málaga","Sevilla","Huesca","Teruel","Zaragoza","Asturias","Illes Balears","Las Palmas","Santa Cruz de Tenerife","Cantabria","Ávila","Burgos","León","Palencia","Salamanca","Segovia","Soria","Valladolid","Zamora","Albacete","Ciudad Real","Cuenca","Guadalajara","Toledo","Barcelona","Girona","Lleida","Tarragona","Alicante/Alacant","Castellón/Castelló","Valencia/València","Badajoz","Cáceres","A Coruña","Lugo","Ourense","Pontevedra","Madrid","Murcia","Navarra","Araba/Álava","Bizkaia","Gipuzkoa","La Rioja","Ceuta","Melilla","No consta"
"Año 2009","Mayo","Segundo","Familiares/Personas allegadas","11.0","29.0","14.0","13.0","8.0","6.0","39.0","33.0","6.0","1.0","15.0","24.0","30.0","36.0","37.0","11.0","4.0","5.0","12.0","3.0","11.0","6.0","2.0","16.0","1.0","6.0","3.0","3.0","9.0","15.0","81.0","12.0","","11.0","37.0","11.0","45.0","16.0","6.0","25.0","5.0","6.0","14.0","281.0","45.0","8.0","4.0","8.0","9.0","9.0","","2.0",""
"Año 2009","Mayo","Segundo","Otros","3.0","6.0","2.0","5.0","3.0","","10.0","8.0","2.0","1.0","5.0","4.0","3.0","5.0","9.0","2.0","","","1.0","","","1.0","","1.0","","1.0","1.0","1.0","","6.0","23.0","","1.0","3.0","3.0","1.0","11.0","3.0","","1.0","","3.0","1.0","26.0","7.0","2.0","1.0","","2.0","","1.0","",""
"Año 2009","Junio","Segundo","Usuaria","64.0","67.0","62.0","87.0","27.0","37.0","145.0","201.0","15.0","10.0","71.0","73.0","73.0","169.0","166.0","36.0","10.0","23.0","46.0","10.0","29.0","6.0","3.0","71.0","8.0","21.0","34.0","7.0","13.0","48.0","462.0","46.0","22.0","63.0","177.0","45.0","270.0","47.0","37.0","92.0","22.0","14.0","63.0","1100.0","135.0","50.0","16.0","59.0","19.0","19.0","5.0","5.0",""
"Año 2009","Junio","Segundo","Familiares/Personas allegadas","14.0","21.0","11.0","18.0","8.0","12.0","42.0","43.0","2.0","2.0","11.0","20.0","15.0","43.0","51.0","15.0","3.0","5.0","5.0","","4.0","2.0","","9.0","","4.0","13.0","1.0","6.0","13.0","100.0","14.0","5.0","14.0","35.0","7.0","64.0","15.0","10.0","10.0","4.0","5.0","14.0","287.0","50.0","13.0","6.0","11.0","3.0","8.0","2.0","5.0",""
"Año 2009","Junio","Segundo","Otros","2.0","4.0","2.0","1.0","2.0","3.0","3.0","6.0","5.0","1.0","4.0","2.0","5.0","2.0","6.0","1.0","","1.0","1.0","","","","","3.0","","3.0","3.0","1.0","2.0","","28.0","2.0","","5.0","7.0","","11.0","3.0","1.0","3.0","2.0","1.0","3.0","41.0","13.0","2.0","1.0","1.0","3.0","2.0","1.0","2.0",""
"Año 2009","Julio","Tercero","Usuaria","48.0","75.0","67.0","109.0","33.0","42.0","153.0","198.0","5.0","6.0","69.0","93.0","104.0","135.0","141.0","41.0","14.0","28.0","36.0","3.0","33.0","12.0","2.0","49.0","13.0","19.0","34.0","12.0","13.0","73.0","459.0","39.0","14.0","61.0","175.0","38.0","227.0","48.0","29.0","95.0","38.0","14.0","53.0","1012.0","138.0","48.0","14.0","61.0","31.0","17.0","3.0","6.0",""
"Año 2009","Julio","Tercero","Familiares/Personas allegadas","9.0","18.0","16.0","12.0","11.0","9.0","31.0","41.0","7.0","1.0","26.0","24.0","26.0","43.0","34.0","9.0","5.0","4.0","11.0","7.0","7.0","3.0","","6.0","6.0","10.0","6.0","2.0","6.0","11.0","124.0","12.0","7.0","16.0","36.0","16.0","59.0","10.0","14.0","22.0","5.0","8.0","16.0","255.0","37.0","15.0","1.0","15.0","12.0","4.0","1.0","",""
"Año 2009","Julio","Tercero","Otros","1.0","2.0","1.0","2.0","2.0","1.0","8.0","16.0","1.0","","8.0","2.0","5.0","6.0","3.0","1.0","","","2.0","","3.0","","","","1.0","1.0","2.0","1.0","","4.0","31.0","3.0","","3.0","7.0","4.0","8.0","1.0","3.0","2.0","","1.0","1.0","29.0","3.0","1.0","","1.0","3.0","","2.0","",""
"Año 2009","Agosto","Tercero","Usuaria","53.0","115.0","65.0","101.0","37.0","49.0","172.0","191.0","12.0","4.0","58.0","79.0","121.0","170.0","139.0","72.0","11.0","26.0","47.0","10.0","27.0","16.0","7.0","59.0","27.0","30.0","48.0","10.0","31.0","80.0","534.0","46.0","25.0","59.0","221.0","55.0","306.0","65.0","48.0","99.0","34.0","27.0","76.0","1170.0","150.0","43.0","15.0","68.0","38.0","13.0","10.0","9.0",""
"Año 2009","Agosto","Tercero","Familiares/Personas allegadas","16.0","31.0","15.0","22.0","8.0","13.0","48.0","56.0","3.0","3.0","17.0","22.0","34.0","51.0","31.0","12.0","5.0","4.0","14.0","4.0","14.0","8.0","3.0","17.0","4.0","6.0","8.0","6.0","6.0","20.0","121.0","8.0","6.0","12.0","38.0","9.0","57.0","14.0","4.0","33.0","6.0","3.0","13.0","298.0","38.0","15.0","7.0","18.0","11.0","8.0","1.0","2.0",""
"Año 2009","Agosto","Tercero","Otros","3.0","2.0","4.0","4.0","","3.0","4.0","9.0","","2.0","4.0","1.0","3.0","1.0","1.0","2.0","1.0","2.0","","","","","","4.0","","","","1.0","2.0","5.0","13.0","1.0","1.0","2.0","11.0","1.0","8.0","1.0","3.0","3.0","1.0","2.0","1.0","23.0","3.0","1.0","1.0","2.0","1.0","1.0","","",""
"Año 2009","Septiembre","Tercero","Usuaria","53.0","80.0","47.0","68.0","46.0","33.0","142.0","178.0","10.0","6.0","75.0","80.0","88.0","149.0","131.0","62.0","20.0","28.0","47.0","8.0","38.0","5.0","","52.0","21.0","22.0","29.0","11.0","24.0","75.0","504.0","38.0","17.0","62.0","189.0","56.0","266.0","53.0","37.0","88.0","48.0","20.0","81.0","1083.0","117.0","35.0","18.0","78.0","20.0","27.0","1.0","10.0",""
"Año 2009","Septiembre","Tercero","Familiares/Personas allegadas","23.0","28.0","21.0","27.0","10.0","12.0","36.0","65.0","4.0","3.0","20.0","31.0","28.0","53.0","33.0","19.0","4.0","6.0","6.0","6.0","8.0","3.0","1.0","11.0","6.0","8.0","7.0","3.0","5.0","31.0","126.0","9.0","6.0","22.0","55.0","15.0","66.0","10.0","3.0","32.0","3.0","7.0","24.0","322.0","45.0","18.0","5.0","30.0","12.0","6.0","3.0","4.0",""
"Año 2009","Septiembre","Tercero","Otros","1.0","3.0","1.0","2.0","3.0","3.0","9.0","7.0","","","8.0","","4.0","3.0","5.0","3.0","1.0","","","","","","","1.0","","2.0","1.0","2.0","3.0","4.0","13.0","","1.0","1.0","5.0","1.0","9.0","2.0","1.0","","1.0","","1.0","24.0","3.0","1.0","","2.0","","1.0","","",""
"Año 2009","Octubre","Cuarto","Usuaria","37.0","82.0","46.0","73.0","36.0","38.0","127.0","212.0","14.0","7.0","49.0","89.0","81.0","178.0","156.0","44.0","7.0","25.0","30.0","8.0","15.0","14.0","6.0","57.0","15.0","19.0","26.0","7.0","25.0","66.0","438.0","25.0","15.0","72.0","186.0","32.0","238.0","62.0","25.0","86.0","13.0","13.0","53.0","1003.0","114.0","56.0","10.0","70.0","26.0","10.0","3.0","15.0",""
"Año 2009","Octubre","Cuarto","Familiares/Personas allegadas","20.0","30.0","21.0","20.0","11.0","14.0","34.0","57.0","","","22.0","29.0","15.0","58.0","45.0","9.0","5.0","6.0","16.0","3.0","7.0","4.0","1.0","20.0","5.0","3.0","8.0","7.0","5.0","18.0","120.0","12.0","4.0","13.0","38.0","14.0","71.0","17.0","19.0","24.0","5.0","4.0","31.0","278.0","32.0","13.0","6.0","27.0","10.0","3.0","2.0","2.0",""
"Año 2009","Octubre","Cuarto","Otros","1.0","1.0","3.0","3.0","","3.0","6.0","12.0","3.0","","2.0","1.0","","5.0","6.0","","","","4.0","","1.0","","","3.0","","2.0","1.0","1.0","","5.0","20.0","","","","6.0","4.0","13.0","","2.0","6.0","","","1.0","31.0","3.0","1.0","","1.0","","1.0","","",""
"Año 2009","Noviembre","Cuarto","Usuaria","40.0","92.0","56.0","60.0","35.0","33.0","128.0","170.0","8.0","3.0","68.0","81.0","63.0","137.0","139.0","51.0","6.0","23.0","27.0","9.0","32.0","10.0","11.0","40.0","6.0","21.0","47.0","11.0","21.0","60.0","434.0","33.0","12.0","69.0","170.0","51.0","207.0","64.0","19.0","91.0","11.0","20.0","49.0","915.0","112.0","45.0","11.0","64.0","28.0","16.0","4.0","5.0",""
"Año 2009","Noviembre","Cuarto","Familiares/Personas allegadas","28.0","32.0","17.0","30.0","19.0","19.0","43.0","70.0","3.0","1.0","25.0","22.0","29.0","58.0","53.0","17.0","1.0","14.0","15.0","1.0","9.0","5.0","2.0","21.0","5.0","10.0","16.0","4.0","11.0","14.0","157.0","19.0","10.0","26.0","46.0","16.0","76.0","17.0","6.0","35.0","1.0","2.0","27.0","366.0","33.0","23.0","5.0","28.0","10.0","6.0","4.0","3.0",""
"Año 2009","Noviembre","Cuarto","Otros","2.0","","3.0","3.0","","4.0","3.0","1.0","","","3.0","2.0","5.0","8.0","1.0","1.0","","","1.0","1.0","2.0","","1.0","1.0","1.0","3.0","1.0","","3.0","","8.0","","1.0","","8.0","3.0","13.0","6.0","","3.0","","1.0","","34.0","3.0","3.0","1.0","2.0","1.0","1.0","","",""
"Año 2009","Diciembre","Cuarto","Usuaria","48.0","90.0","50.0","79.0","27.0","42.0","144.0","176.0","8.0","8.0","76.0","130.0","87.0","180.0","147.0","75.0","13.0","32.0","45.0","5.0","28.0","14.0","15.0","54.0","15.0","27.0","34.0","9.0","14.0","64.0","460.0","27.0","36.0","41.0","141.0","50.0","222.0","74.0","26.0","92.0","9.0","25.0","52.0","1005.0","96.0","52.0","18.0","83.0","15.0","22.0","1.0","6.0",""
"Año 2009","Diciembre","Cuarto","Familiares/Personas allegadas","26.0","37.0","26.0","40.0","14.0","24.0","51.0","88.0","5.0","1.0","30.0","28.0","34.0","77.0","51.0","23.0","5.0","9.0","19.0","4.0","9.0","6.0","1.0","13.0","6.0","12.0","14.0","3.0","4.0","10.0","157.0","12.0","3.0","15.0","37.0","17.0","88.0","17.0","5.0","25.0","5.0","1.0","22.0","327.0","36.0","23.0","3.0","27.0","14.0","7.0","","3.0",""
"Año 2009","Diciembre","Cuarto","Otros","2.0","1.0","","2.0","2.0","2.0","6.0","1.0","2.0","","5.0","2.0","4.0","3.0","6.0","2.0","1.0","","1.0","1.0","","1.0","1.0","1.0","1.0","","1.0","","1.0","1.0","18.0","","","","7.0","","12.0","","1.0","2.0","","","2.0","26.0","3.0","1.0","","2.0","1.0","","","",""
"Año 2010","Enero","Primero","Usuaria","39.0","73.0","57.0","79.0","25.0","39.0","116.0","167.0","18.0","8.0","52.0","87.0","79.0","111.0","129.0","34.0","11.0","29.0","50.0","11.0","26.0","10.0","8.0","51.0","25.0","21.0","34.0","17.0","31.0","64.0","412.0","38.0","16.0","46.0","135.0","32.0","200.0","51.0","29.0","67.0","14.0","18.0","65.0","985.0","113.0","37.0","9.0","67.0","30.0","21.0","1.0","8.0",""
"Año 2010","Enero","Primero","Familiares/Personas allegadas","25.0","35.0","21.0","38.0","9.0","19.0","44.0","66.0","6.0","1.0","31.0","26.0","32.0","50.0","52.0","15.0","5.0","11.0","15.0","4.0","12.0","2.0","","23.0","7.0","9.0","11.0","1.0","6.0","24.0","108.0","12.0","6.0","17.0","45.0","10.0","80.0","16.0","14.0","26.0","5.0","2.0","26.0","325.0","35.0","9.0","9.0","26.0","10.0","9.0","5.0","1.0",""
"Año 2010","Enero","Primero","Otros","1.0","5.0","2.0","3.0","1.0","","1.0","6.0","2.0","","2.0","7.0","2.0","2.0","3.0","2.0","","","1.0","1.0","","","","","","","","2.0","2.0","","8.0","","2.0","3.0","4.0","2.0","6.0","4.0","4.0","3.0","","1.0","4.0","20.0","4.0","1.0","","2.0","1.0","1.0","","1.0",""
"Año 2010","Febrero","Primero","Usuaria","35.0","55.0","53.0","64.0","25.0","39.0","118.0","141.0","17.0","11.0","48.0","65.0","61.0","89.0","104.0","31.0","18.0","15.0","30.0","10.0","30.0","10.0","3.0","36.0","19.0","13.0","28.0","8.0","14.0","40.0","349.0","33.0","17.0","68.0","148.0","40.0","180.0","40.0","23.0","75.0","14.0","10.0","43.0","779.0","96.0","39.0","5.0","50.0","15.0","16.0","2.0","16.0",""
"Año 2010","Febrero","Primero","Familiares/Personas allegadas","4.0","32.0","19.0","40.0","7.0","12.0","40.0","59.0","4.0","2.0","21.0","21.0","26.0","37.0","35.0","10.0","7.0","5.0","6.0","2.0","7.0","5.0","1.0","10.0","8.0","2.0","16.0","","5.0","19.0","129.0","6.0","4.0","10.0","39.0","9.0","48.0","18.0","4.0","19.0","6.0","2.0","23.0","260.0","27.0","22.0","3.0","16.0","12.0","9.0","1.0","6.0",""
"Año 2010","Febrero","Primero","Otros","","2.0","","4.0","2.0","2.0","4.0","5.0","","","3.0","1.0","1.0","7.0","1.0","5.0","","1.0","","","","","","1.0","1.0","2.0","1.0","","1.0","2.0","13.0","","","2.0","2.0","1.0","6.0","2.0","1.0","2.0","1.0","","","21.0","4.0","1.0","","","","","1.0","",""
"Año 2010","Marzo","Primero","Usuaria","41.0","73.0","42.0","82.0","35.0","32.0","133.0","176.0","7.0","13.0","64.0","52.0","102.0","146.0","135.0","56.0","10.0","28.0","32.0","12.0","36.0","6.0","5.0","44.0","10.0","26.0","34.0","9.0","25.0","65.0","369.0","39.0","25.0","41.0","138.0","22.0","212.0","42.0","31.0","80.0","40.0","19.0","62.0","923.0","78.0","70.0","7.0","65.0","23.0","15.0","5.0","8.0",""
"Año 2010","Marzo","Primero","Familiares/Personas allegadas","23.0","33.0","12.0","36.0","9.0","10.0","55.0","65.0","2.0","","17.0","19.0","30.0","55.0","47.0","17.0","4.0","10.0","8.0","5.0","10.0","2.0","","20.0","7.0","13.0","10.0","1.0","9.0","16.0","119.0","11.0","1.0","14.0","52.0","8.0","86.0","19.0","11.0","26.0","7.0","3.0","23.0","271.0","30.0","17.0","7.0","19.0","6.0","7.0","1.0","",""
"Año 2010","Marzo","Primero","Otros","1.0","3.0","1.0","","8.0","1.0","7.0","9.0","","1.0","1.0","5.0","","2.0","4.0","1.0","","5.0","4.0","","2.0","","","1.0","","","1.0","","1.0","10.0","14.0","1.0","1.0","1.0","6.0","","9.0","1.0","","","","2.0","3.0","34.0","2.0","1.0","","3.0","","","2.0","3.0",""
"Año 2010","Abril","Segundo","Usuaria","58.0","73.0","50.0","81.0","40.0","33.0","162.0","208.0","11.0","8.0","59.0","72.0","94.0","134.0","123.0","30.0","21.0","27.0","35.0","9.0","27.0","8.0","6.0","61.0","13.0","24.0","35.0","9.0","22.0","68.0","433.0","39.0","16.0","51.0","173.0","27.0","227.0","53.0","28.0","95.0","34.0","17.0","62.0","1033.0","116.0","46.0","14.0","65.0","32.0","7.0","4.0","3.0",""
"Año 2010","Abril","Segundo","Familiares/Personas allegadas","21.0","35.0","23.0","45.0","18.0","25.0","54.0","91.0","3.0","","13.0","19.0","41.0","38.0","35.0","23.0","5.0","13.0","5.0","8.0","13.0","2.0","1.0","31.0","7.0","12.0","8.0","6.0","8.0","20.0","163.0","11.0","8.0","20.0","47.0","18.0","71.0","18.0","14.0","36.0","2.0","2.0","33.0","402.0","39.0","33.0","7.0","26.0","11.0","2.0","3.0","2.0",""
"Año 2010","Abril","Segundo","Otros","2.0","2.0","1.0","2.0","3.0","2.0","6.0","9.0","","","2.0","1.0","2.0","5.0","7.0","3.0","","2.0","","","1.0","","","2.0","","2.0","2.0","1.0","1.0","4.0","15.0","","","4.0","7.0","4.0","7.0","3.0","2.0","1.0","","1.0","3.0","37.0","4.0","1.0","2.0","2.0","","1.0","","",""
"Año 2010","Mayo","Segundo","Usuaria","51.0","79.0","51.0","67.0","16.0","50.0","130.0","168.0","12.0","5.0","42.0","65.0","85.0","135.0","106.0","45.0","10.0","23.0","32.0","5.0","27.0","7.0","7.0","44.0","13.0","17.0","32.0","4.0","16.0","58.0","372.0","33.0","14.0","68.0","141.0","42.0","260.0","55.0","31.0","75.0","27.0","19.0","58.0","864.0","123.0","44.0","13.0","44.0","30.0","21.0","5.0","5.0",""
"Año 2010","Mayo","Segundo","Familiares/Personas allegadas","21.0","29.0","27.0","36.0","11.0","27.0","76.0","92.0","5.0","1.0","25.0","23.0","27.0","39.0","50.0","12.0","6.0","4.0","13.0","3.0","12.0","9.0","","18.0","8.0","6.0","16.0","5.0","6.0","17.0","169.0","12.0","5.0","22.0","63.0","10.0","83.0","27.0","9.0","16.0","7.0","8.0","21.0","335.0","45.0","12.0","8.0","22.0","7.0","8.0","2.0","8.0",""
"Año 2010","Mayo","Segundo","Otros","2.0","4.0","4.0","4.0","1.0","2.0","4.0","12.0","","2.0","9.0","3.0","6.0","4.0","","1.0","","","1.0","1.0","1.0","","","1.0","1.0","4.0","","1.0","","1.0","15.0","","","1.0","10.0","2.0","17.0","2.0","","1.0","","","2.0","58.0","4.0","","","3.0","","1.0","1.0","",""
"Año 2010","Junio","Segundo","Usuaria","45.0","74.0","55.0","79.0","27.0","42.0","119.0","184.0","13.0","1.0","63.0","92.0","96.0","141.0","133.0","54.0","7.0","20.0","41.0","8.0","46.0","9.0","3.0","47.0","29.0","15.0","23.0","11.0","26.0","62.0","421.0","42.0","25.0","74.0","172.0","43.0","243.0","49.0","26.0","94.0","15.0","16.0","63.0","983.0","152.0","54.0","13.0","66.0","19.0","26.0","3.0","3.0",""
"Año 2010","Junio","Segundo","Familiares/Personas allegadas","24.0","42.0","30.0","34.0","18.0","27.0","61.0","78.0","5.0","2.0","31.0","31.0","41.0","66.0","36.0","25.0","7.0","12.0","12.0","2.0","2.0","7.0","1.0","9.0","4.0","17.0","11.0","3.0","8.0","17.0","170.0","19.0","5.0","17.0","65.0","13.0","83.0","24.0","17.0","43.0","6.0","8.0","23.0","384.0","41.0","19.0","4.0","24.0","15.0","11.0","1.0","3.0",""
"Año 2010","Junio","Segundo","Otros","3.0","3.0","2.0","4.0","","","8.0","4.0","","","2.0","2.0","7.0","7.0","5.0","1.0","1.0","2.0","2.0","","1.0","","","1.0","","1.0","2.0","2.0","2.0","1.0","13.0","","","","10.0","4.0","13.0","2.0","2.0","1.0","2.0","3.0","1.0","67.0","3.0","1.0","4.0","2.0","1.0","4.0","1.0","",""
"Año 2010","Julio","Tercero","Usuaria","48.0","77.0","56.0","93.0","24.0","42.0","160.0","219.0","12.0","6.0","95.0","78.0","112.0","162.0","119.0","53.0","16.0","40.0","47.0","15.0","39.0","17.0","4.0","73.0","18.0","27.0","38.0","14.0","33.0","68.0","467.0","36.0","16.0","68.0","147.0","52.0","259.0","71.0","41.0","78.0","30.0","28.0","75.0","1115.0","173.0","74.0","25.0","64.0","34.0","23.0","2.0","7.0",""
"Año 2010","Julio","Tercero","Familiares/Personas allegadas","18.0","34.0","27.0","40.0","9.0","22.0","75.0","98.0","4.0","2.0","30.0","28.0","38.0","62.0","51.0","14.0","7.0","5.0","12.0","3.0","5.0","4.0","","16.0","4.0","11.0","14.0","4.0","10.0","23.0","180.0","20.0","6.0","30.0","62.0","13.0","87.0","16.0","14.0","32.0","12.0","10.0","33.0","362.0","41.0","26.0","8.0","22.0","10.0","11.0","1.0","3.0",""
"Año 2010","Julio","Tercero","Otros","2.0","5.0","1.0","4.0","3.0","2.0","6.0","7.0","","","3.0","4.0","7.0","8.0","6.0","3.0","","","","1.0","","","","1.0","","1.0","1.0","1.0","1.0","1.0","17.0","","","2.0","9.0","2.0","9.0","2.0","2.0","6.0","","1.0","4.0","56.0","4.0","8.0","1.0","2.0","","1.0","","1.0",""
"Año 2010","Agosto","Tercero","Usuaria","58.0","90.0","52.0","74.0","43.0","38.0","174.0","200.0","12.0","7.0","76.0","109.0","102.0","150.0","112.0","49.0","21.0","25.0","37.0","17.0","39.0","14.0","4.0","53.0","32.0","26.0","49.0","6.0","25.0","51.0","405.0","42.0","17.0","47.0","180.0","41.0","217.0","75.0","42.0","97.0","20.0","39.0","70.0","921.0","169.0","46.0","15.0","57.0","20.0","27.0","4.0","4.0",""
"Año 2010","Agosto","Tercero","Familiares/Personas allegadas","24.0","37.0","16.0","32.0","19.0","22.0","73.0","91.0","","2.0","26.0","35.0","36.0","46.0","49.0","23.0","6.0","11.0","21.0","8.0","15.0","3.0","2.0","12.0","14.0","14.0","17.0","5.0","10.0","28.0","192.0","18.0","8.0","23.0","98.0","18.0","87.0","25.0","17.0","34.0","6.0","7.0","20.0","329.0","58.0","18.0","6.0","28.0","14.0","14.0","1.0","3.0",""
"Año 2010","Agosto","Tercero","Otros","1.0","8.0","1.0","2.0","1.0","3.0","7.0","5.0","","","2.0","2.0","8.0","1.0","4.0","2.0","","","1.0","2.0","1.0","","","1.0","1.0","1.0","","","1.0","4.0","15.0","","","2.0","7.0","3.0","8.0","1.0","1.0","3.0","1.0","","3.0","44.0","5.0","1.0","2.0","2.0","","1.0","","2.0",""
"Año 2010","Septiembre","Tercero","Usuaria","44.0","63.0","34.0","71.0","26.0","24.0","138.0","168.0","8.0","9.0","56.0","86.0","89.0","130.0","143.0","55.0","8.0","25.0","32.0","10.0","20.0","5.0","6.0","55.0","12.0","24.0","34.0","7.0","23.0","48.0","359.0","35.0","14.0","36.0","104.0","43.0","198.0","66.0","28.0","77.0","13.0","10.0","63.0","845.0","120.0","52.0","12.0","43.0","21.0","21.0","4.0","7.0",""
"Año 2010","Septiembre","Tercero","Familiares/Personas allegadas","22.0","28.0","25.0","34.0","10.0","13.0","57.0","89.0","3.0","2.0","19.0","41.0","57.0","55.0","29.0","16.0","8.0","11.0","13.0","2.0","7.0","6.0","2.0","21.0","5.0","9.0","15.0","5.0","12.0","25.0","155.0","14.0","6.0","20.0","64.0","19.0","75.0","25.0","8.0","43.0","8.0","7.0","28.0","296.0","38.0","19.0","9.0","28.0","13.0","8.0","2.0","3.0",""
"Año 2010","Septiembre","Tercero","Otros","2.0","5.0","1.0","4.0","","1.0","7.0","11.0","","","6.0","1.0","3.0","6.0","1.0","","","","1.0","","2.0","","","3.0","","2.0","2.0","","","4.0","19.0","1.0","","3.0","8.0","1.0","16.0","","1.0","3.0","1.0","","4.0","35.0","4.0","","2.0","2.0","1.0","","","1.0",""
"Año 2010","Octubre","Cuarto","Usuaria","42.0","75.0","45.0","88.0","35.0","29.0","104.0","157.0","11.0","","52.0","84.0","73.0","156.0","102.0","48.0","14.0","20.0","38.0","9.0","34.0","8.0","1.0","43.0","10.0","18.0","46.0","12.0","23.0","50.0","351.0","29.0","18.0","38.0","128.0","41.0","194.0","64.0","32.0","72.0","15.0","16.0","55.0","871.0","112.0","35.0","16.0","75.0","21.0","29.0","6.0","11.0",""
"Año 2010","Octubre","Cuarto","Familiares/Personas allegadas","15.0","27.0","23.0","44.0","18.0","18.0","62.0","73.0","","1.0","27.0","44.0","32.0","36.0","25.0","18.0","3.0","14.0","20.0","11.0","8.0","6.0","2.0","14.0","8.0","8.0","15.0","5.0","3.0","28.0","125.0","13.0","8.0","31.0","62.0","14.0","84.0","14.0","8.0","24.0","6.0","10.0","17.0","327.0","29.0","19.0","7.0","34.0","14.0","5.0","1.0","2.0",""
"Año 2010","Octubre","Cuarto","Otros","4.0","5.0","2.0","2.0","1.0","1.0","8.0","16.0","","","5.0","5.0","2.0","5.0","4.0","2.0","1.0","","","","1.0","","","2.0","2.0","","5.0","2.0","","3.0","11.0","","","1.0","6.0","3.0","7.0","4.0","1.0","3.0","","2.0","1.0","46.0","5.0","","","9.0","2.0","1.0","","",""
"Año 2010","Noviembre","Cuarto","Usuaria","44.0","68.0","46.0","83.0","31.0","27.0","114.0","151.0","10.0","4.0","55.0","77.0","85.0","107.0","139.0","57.0","15.0","22.0","41.0","6.0","29.0","15.0","7.0","56.0","13.0","20.0","27.0","10.0","21.0","58.0","355.0","34.0","15.0","42.0","151.0","23.0","203.0","47.0","32.0","111.0","13.0","20.0","45.0","862.0","86.0","74.0","12.0","49.0","27.0","12.0","1.0","7.0",""
"Año 2010","Noviembre","Cuarto","Familiares/Personas allegadas","17.0","46.0","25.0","46.0","17.0","7.0","66.0","71.0","3.0","1.0","26.0","34.0","32.0","73.0","50.0","14.0","2.0","7.0","15.0","1.0","13.0","4.0","1.0","33.0","6.0","7.0","16.0","7.0","8.0","27.0","176.0","14.0","6.0","16.0","49.0","19.0","79.0","17.0","14.0","43.0","6.0","7.0","16.0","372.0","48.0","16.0","5.0","40.0","16.0","11.0","1.0","3.0",""
"Año 2010","Noviembre","Cuarto","Otros","1.0","5.0","5.0","","","1.0","2.0","10.0","1.0","1.0","6.0","5.0","4.0","11.0","7.0","","","2.0","1.0","","","","","","","1.0","1.0","","2.0","2.0","20.0","1.0","","2.0","12.0","3.0","7.0","4.0","2.0","6.0","1.0","","2.0","52.0","3.0","1.0","","1.0","1.0","1.0","","",""
"Año 2010","Diciembre","Cuarto","Usuaria","51.0","76.0","50.0","85.0","45.0","38.0","122.0","187.0","8.0","4.0","56.0","79.0","79.0","110.0","134.0","71.0","18.0","20.0","48.0","9.0","35.0","5.0","10.0","57.0","28.0","23.0","37.0","15.0","29.0","63.0","424.0","39.0","21.0","48.0","170.0","50.0","204.0","48.0","31.0","91.0","18.0","8.0","58.0","1017.0","98.0","58.0","8.0","66.0","34.0","29.0","9.0","8.0",""
