Año,Trimestre,Provincia,Numero_ordenes
2021,Tercero,Palencia,32
2021,Tercero,Salamanca,29
2021,Tercero,Segovia,11
2021,Tercero,Soria,20
2021,Tercero,Valladolid,118
2021,Tercero,Zamora,30
2021,Tercero,Albacete,70
2021,Tercero,Ciudad Real,103
2021,Tercero,Cuenca,44
2021,Tercero,Guadalajara,57
2021,Tercero,Toledo,140
2021,Tercero,Barcelona,869
2021,Tercero,Girona,138
2021,Tercero,Lleida,88
2021,Tercero,Tarragona,233
2021,Tercero,Alicante/Alacant,646
2021,Tercero,Castellón/Castelló,127
2021,Tercero,Valencia/València,700
2021,Tercero,Badajoz,166
2021,Tercero,Cáceres,58
2021,Tercero,A Coruña,210
2021,Tercero,Lugo,47
2021,Tercero,Ourense,44
2021,Tercero,Pontevedra,136
2021,Tercero,Madrid,1377
2021,Tercero,Murcia,479
2021,Tercero,Navarra,87
2021,Tercero,Araba/Álava,35
2021,Tercero,Gipuzkoa,65
2021,Tercero,Bizkaia,105
2021,Tercero,La Rioja,89
2021,Tercero,Ceuta,30
2021,Tercero,Melilla,20
2021,Cuarto,Almería,201
2021,Cuarto,Cádiz,335
2021,Cuarto,Córdoba,106
2021,Cuarto,Granada,358
2021,Cuarto,Huelva,147
2021,Cuarto,Jaén,111
2021,Cuarto,Málaga,255
2021,Cuarto,Sevilla,479
2021,Cuarto,Huesca,41
2021,Cuarto,Teruel,13
2021,Cuarto,Zaragoza,183
2021,Cuarto,Asturias,160
2021,Cuarto,Illes Balears,222
2021,Cuarto,Las Palmas,271
2021,Cuarto,Santa Cruz de Tenerife,228
2021,Cuarto,Cantabria,116
2021,Cuarto,Ávila,36
2021,Cuarto,Burgos,74
2021,Cuarto,León,56
2021,Cuarto,Palencia,35
2021,Cuarto,Salamanca,28
2021,Cuarto,Segovia,24
2021,Cuarto,Soria,32
2021,Cuarto,Valladolid,105
2021,Cuarto,Zamora,16
2021,Cuarto,Albacete,82
2021,Cuarto,Ciudad Real,95
2021,Cuarto,Cuenca,41
2021,Cuarto,Guadalajara,63
2021,Cuarto,Toledo,150
2021,Cuarto,Barcelona,892
2021,Cuarto,Girona,132
2021,Cuarto,Lleida,99
2021,Cuarto,Tarragona,194
2021,Cuarto,Alicante/Alacant,630
2021,Cuarto,Castellón/Castelló,110
2021,Cuarto,Valencia/València,633
2021,Cuarto,Badajoz,141
2021,Cuarto,Cáceres,64
2021,Cuarto,A Coruña,227
2021,Cuarto,Lugo,52
2021,Cuarto,Ourense,44
2021,Cuarto,Pontevedra,128
2021,Cuarto,Madrid,1390
2021,Cuarto,Murcia,391
2021,Cuarto,Navarra,101
2021,Cuarto,Araba/Álava,16
2021,Cuarto,Gipuzkoa,81
2021,Cuarto,Bizkaia,141
2021,Cuarto,La Rioja,74
2021,Cuarto,Ceuta,28
2021,Cuarto,Melilla,20
2022,Primero,Almería,272
2022,Primero,Cádiz,264
2022,Primero,Córdoba,88
2022,Primero,Granada,343
2022,Primero,Huelva,95
2022,Primero,Jaén,123
2022,Primero,Málaga,352
2022,Primero,Sevilla,444
2022,Primero,Huesca,31
2022,Primero,Teruel,13
2022,Primero,Zaragoza,189
2022,Primero,Asturias,193
2022,Primero,Illes Balears,279
2022,Primero,Las Palmas,257
2022,Primero,Santa Cruz de Tenerife,228
2022,Primero,Cantabria,105
2022,Primero,Ávila,19
2022,Primero,Burgos,62
2022,Primero,León,55
2022,Primero,Palencia,28
2022,Primero,Salamanca,39
2022,Primero,Segovia,32
2022,Primero,Soria,26
2022,Primero,Valladolid,96
2022,Primero,Zamora,17
2022,Primero,Albacete,81
2022,Primero,Ciudad Real,101
2022,Primero,Cuenca,47
2022,Primero,Guadalajara,35
2022,Primero,Toledo,116
2022,Primero,Barcelona,864
2022,Primero,Girona,115
2022,Primero,Lleida,87
2022,Primero,Tarragona,173
2022,Primero,Alicante/Alacant,569
2022,Primero,Castellón/Castelló,95
2022,Primero,Valencia/València,674
2022,Primero,Badajoz,135
2022,Primero,Cáceres,72
2022,Primero,A Coruña,215
2022,Primero,Lugo,40
2022,Primero,Ourense,62
2022,Primero,Pontevedra,135
2022,Primero,Madrid,1226
2022,Primero,Murcia,334
2022,Primero,Navarra,90
2022,Primero,Araba/Álava,24
2022,Primero,Gipuzkoa,72
2022,Primero,Bizkaia,154
2022,Primero,La Rioja,78
2022,Primero,Ceuta,24
2022,Primero,Melilla,29
2022,Segundo,Almería,279
2022,Segundo,Cádiz,330
2022,Segundo,Córdoba,120
2022,Segundo,Granada,332
2022,Segundo,Huelva,133
2022,Segundo,Jaén,145
2022,Segundo,Málaga,351
2022,Segundo,Sevilla,462
2022,Segundo,Huesca,45
2022,Segundo,Teruel,17
2022,Segundo,Zaragoza,166
2022,Segundo,Asturias,242
2022,Segundo,Illes Balears,359
2022,Segundo,Las Palmas,193
2022,Segundo,Santa Cruz de Tenerife,251
2022,Segundo,Cantabria,112
2022,Segundo,Ávila,37
2022,Segundo,Burgos,65
2022,Segundo,León,50
2022,Segundo,Palencia,35
2022,Segundo,Salamanca,38
2022,Segundo,Segovia,18
2022,Segundo,Soria,22
2022,Segundo,Valladolid,132
2022,Segundo,Zamora,27
2022,Segundo,Albacete,89
2022,Segundo,Ciudad Real,109
2022,Segundo,Cuenca,44
2022,Segundo,Guadalajara,47
2022,Segundo,Toledo,169
2022,Segundo,Barcelona,1081
2022,Segundo,Girona,158
2022,Segundo,Lleida,94
2022,Segundo,Tarragona,192
2022,Segundo,Alicante/Alacant,588
2022,Segundo,Castellón/Castelló,151
2022,Segundo,Valencia/València,740
2022,Segundo,Badajoz,156
2022,Segundo,Cáceres,101
2022,Segundo,A Coruña,195
2022,Segundo,Lugo,52
2022,Segundo,Ourense,84
2022,Segundo,Pontevedra,155
2022,Segundo,Madrid,1473
2022,Segundo,Murcia,431
2022,Segundo,Navarra,100
2022,Segundo,Araba/Álava,23
2022,Segundo,Gipuzkoa,100
2022,Segundo,Bizkaia,152
2022,Segundo,La Rioja,97
2022,Segundo,Ceuta,20
2022,Segundo,Melilla,22
2022,Tercero,Almería,281
2022,Tercero,Cádiz,294
2022,Tercero,Córdoba,117
2022,Tercero,Granada,219
2022,Tercero,Huelva,122
2022,Tercero,Jaén,140
2022,Tercero,Málaga,330
2022,Tercero,Sevilla,502
2022,Tercero,Huesca,52
2022,Tercero,Teruel,20
2022,Tercero,Zaragoza,204
2022,Tercero,Asturias,232
2022,Tercero,Illes Balears,415
2022,Tercero,Las Palmas,197
2022,Tercero,Santa Cruz de Tenerife,218
2022,Tercero,Cantabria,95
2022,Tercero,Ávila,29
2022,Tercero,Burgos,86
2022,Tercero,León,75
2022,Tercero,Palencia,26
2022,Tercero,Salamanca,34
2022,Tercero,Segovia,26
2022,Tercero,Soria,35
2022,Tercero,Valladolid,104
2022,Tercero,Zamora,39
2022,Tercero,Albacete,90
2022,Tercero,Ciudad Real,125
2022,Tercero,Cuenca,49
2022,Tercero,Guadalajara,42
2022,Tercero,Toledo,178
2022,Tercero,Barcelona,1011
2022,Tercero,Girona,157
2022,Tercero,Lleida,104
2022,Tercero,Tarragona,216
2022,Tercero,Alicante/Alacant,542
2022,Tercero,Castellón/Castelló,125
2022,Tercero,Valencia/València,653
2022,Tercero,Badajoz,156
2022,Tercero,Cáceres,92
2022,Tercero,A Coruña,193
2022,Tercero,Lugo,68
2022,Tercero,Ourense,62
2022,Tercero,Pontevedra,169
2022,Tercero,Madrid,1490
2022,Tercero,Murcia,394
2022,Tercero,Navarra,126
2022,Tercero,Araba/Álava,34
2022,Tercero,Gipuzkoa,50
2022,Tercero,Bizkaia,164
2022,Tercero,La Rioja,67
2022,Tercero,Ceuta,30
2022,Tercero,Melilla,23
2022,Cuarto,Almería,305
2022,Cuarto,Cádiz,299
2022,Cuarto,Córdoba,93
2022,Cuarto,Granada,283
2022,Cuarto,Huelva,189
2022,Cuarto,Jaén,141
2022,Cuarto,Málaga,369
2022,Cuarto,Sevilla,481
2022,Cuarto,Huesca,47
2022,Cuarto,Teruel,19
2022,Cuarto,Zaragoza,148
2022,Cuarto,Asturias,201
2022,Cuarto,Illes Balears,343
2022,Cuarto,Las Palmas,273
2022,Cuarto,Santa Cruz de Tenerife,237
2022,Cuarto,Cantabria,93
2022,Cuarto,Ávila,26
2022,Cuarto,Burgos,77
2022,Cuarto,León,58
2022,Cuarto,Palencia,36
2022,Cuarto,Salamanca,27
2022,Cuarto,Segovia,23
2022,Cuarto,Soria,21
2022,Cuarto,Valladolid,132
2022,Cuarto,Zamora,26
2022,Cuarto,Albacete,87
2022,Cuarto,Ciudad Real,111
2022,Cuarto,Cuenca,43
2022,Cuarto,Guadalajara,36
2022,Cuarto,Toledo,119
2022,Cuarto,Barcelona,802
2022,Cuarto,Girona,150
2022,Cuarto,Lleida,95
2022,Cuarto,Tarragona,155
2022,Cuarto,Alicante/Alacant,514
2022,Cuarto,Castellón/Castelló,91
2022,Cuarto,Valencia/València,716
2022,Cuarto,Badajoz,122
2022,Cuarto,Cáceres,78
2022,Cuarto,A Coruña,201
2022,Cuarto,Lugo,52
2022,Cuarto,Ourense,55
2022,Cuarto,Pontevedra,144
2022,Cuarto,Madrid,1375
2022,Cuarto,Murcia,393
2022,Cuarto,Navarra,98
2022,Cuarto,Araba/Álava,42
2022,Cuarto,Gipuzkoa,56
2022,Cuarto,Bizkaia,159
2022,Cuarto,La Rioja,57
2022,Cuarto,Ceuta,18
2022,Cuarto,Melilla,10
2023,Primero,Almería,253
2023,Primero,Cádiz,221
2023,Primero,Córdoba,105
2023,Primero,Granada,198
2023,Primero,Huelva,153
2023,Primero,Jaén,134
2023,Primero,Málaga,357
2023,Primero,Sevilla,523
2023,Primero,Huesca,51
2023,Primero,Teruel,18
2023,Primero,Zaragoza,162
2023,Primero,Asturias,234
2023,Primero,Illes Balears,341
2023,Primero,Las Palmas,233
2023,Primero,Santa Cruz de Tenerife,180
2023,Primero,Cantabria,111
2023,Primero,Ávila,34
2023,Primero,Burgos,98
2023,Primero,León,68
2023,Primero,Palencia,31
2023,Primero,Salamanca,48
2023,Primero,Segovia,19
2023,Primero,Soria,29
2023,Primero,Valladolid,102
2023,Primero,Zamora,45
2023,Primero,Albacete,86
2023,Primero,Ciudad Real,114
2023,Primero,Cuenca,32
2023,Primero,Guadalajara,70
2023,Primero,Toledo,176
2023,Primero,Barcelona,987
2023,Primero,Girona,138
2023,Primero,Lleida,88
2023,Primero,Tarragona,178
2023,Primero,Alicante/Alacant,577
2023,Primero,Castellón/Castelló,103
2023,Primero,Valencia/València,606
2023,Primero,Badajoz,145
2023,Primero,Cáceres,53
2023,Primero,A Coruña,232
2023,Primero,Lugo,56
2023,Primero,Ourense,56
2023,Primero,Pontevedra,151
2023,Primero,Madrid,1444
2023,Primero,Murcia,375
2023,Primero,Navarra,92
2023,Primero,Araba/Álava,18
2023,Primero,Gipuzkoa,48
2023,Primero,Bizkaia,187
2023,Primero,La Rioja,78
2023,Primero,Ceuta,30
2023,Primero,Melilla,11
2023,Segundo,Almería,229
2023,Segundo,Cádiz,270
2023,Segundo,Córdoba,115
2023,Segundo,Granada,257
2023,Segundo,Huelva,172
2023,Segundo,Jaén,193
2023,Segundo,Málaga,379
2023,Segundo,Sevilla,536
2023,Segundo,Huesca,45
2023,Segundo,Teruel,22
2023,Segundo,Zaragoza,169
2023,Segundo,Asturias,213
2023,Segundo,Illes Balears,381
2023,Segundo,Las Palmas,221
2023,Segundo,Santa Cruz de Tenerife,250
2023,Segundo,Cantabria,127
2023,Segundo,Ávila,36
2023,Segundo,Burgos,78
2023,Segundo,León,90
2023,Segundo,Palencia,35
2023,Segundo,Salamanca,44
2023,Segundo,Segovia,22
2023,Segundo,Soria,26
2023,Segundo,Valladolid,111
2023,Segundo,Zamora,47
2023,Segundo,Albacete,94
2023,Segundo,Ciudad Real,143
2023,Segundo,Cuenca,40
2023,Segundo,Guadalajara,54
2023,Segundo,Toledo,161
2023,Segundo,Barcelona,1003
2023,Segundo,Girona,154
2023,Segundo,Lleida,128
2023,Segundo,Tarragona,201
2023,Segundo,Alicante/Alacant,704
2023,Segundo,Castellón/Castelló,117
2023,Segundo,Valencia/València,612
2023,Segundo,Badajoz,129
2023,Segundo,Cáceres,58
2023,Segundo,A Coruña,208
2023,Segundo,Lugo,63
2023,Segundo,Ourense,54
2023,Segundo,Pontevedra,152
2023,Segundo,Madrid,1508
2023,Segundo,Murcia,440
2023,Segundo,Navarra,117
2023,Segundo,Araba/Álava,37
2023,Segundo,Gipuzkoa,50
2023,Segundo,Bizkaia,190
2023,Segundo,La Rioja,73
2023,Segundo,Ceuta,25
2023,Segundo,Melilla,23
