"Año","Mes","Provincia","Tramo de edad Víctima","Tramo de edad Agresor","Número de mujeres víctimas mortales"
"Año 2023","Enero","Málaga","41-50 años","41-50 años","1.0"
"Año 2023","Enero","Santa Cruz de Tenerife","41-50 años","41-50 años","1.0"
"Año 2023","Enero","Valladolid","41-50 años","41-50 años","1.0"
"Año 2023","Enero","Ciudad Real","21-30 años","21-30 años","1.0"
"Año 2023","Enero","Lleida","31-40 años","41-50 años","1.0"
"Año 2023","Febrero","Sevilla","16-17 años","21-30 años","1.0"
"Año 2023","Febrero","Pontevedra","41-50 años","41-50 años","1.0"
"Año 2023","Marzo","Zaragoza","31-40 años","51-60 años","1.0"
"Año 2023","Marzo","Alicante/Alacant","61-70 años","61-70 años","1.0"
"Año 2023","Abril","Cádiz","31-40 años","41-50 años","1.0"
"Año 2023","Abril","Huelva","31-40 años","31-40 años","1.0"
"Año 2023","Abril","Las Palmas","41-50 años","41-50 años","1.0"
"Año 2023","Abril","Ávila","71-84 años","71-84 años","1.0"
"Año 2023","Mayo","Granada","31-40 años","41-50 años","1.0"
"Año 2023","Mayo","Málaga","21-30 años","41-50 años","1.0"
"Año 2023","Mayo","Barcelona","31-40 años","21-30 años","1.0"
"Año 2023","Mayo","Madrid","31-40 años","51-60 años","1.0"
"Año 2023","Mayo","Araba/Álava","31-40 años","31-40 años","1.0"
"Año 2023","Mayo","Gipuzkoa","41-50 años","41-50 años","1.0"
"Año 2023","Junio","Barcelona","31-40 años","21-30 años","1.0"
"Año 2023","Junio","Barcelona","31-40 años","31-40 años","1.0"
"Año 2023","Junio","Pontevedra","41-50 años","41-50 años","1.0"
"Año 2023","Junio","Madrid","31-40 años","41-50 años","1.0"
"Año 2023","Julio","Málaga","51-60 años","61-70 años","1.0"
"Año 2023","Julio","Sevilla","21-30 años","41-50 años","1.0"
"Año 2023","Julio","Barcelona","21-30 años","31-40 años","1.0"
"Año 2023","Julio","Girona","21-30 años","21-30 años","1.0"
"Año 2023","Julio","Tarragona","31-40 años","21-30 años","1.0"
"Año 2023","Julio","Valencia/València","31-40 años","51-60 años","1.0"
"Año 2023","Julio","Navarra","41-50 años","51-60 años","1.0"
"Año 2023","Julio","La Rioja","31-40 años","41-50 años","1.0"
"Año 2023","Agosto","Almería","21-30 años","31-40 años","1.0"
"Año 2023","Agosto","Cádiz","61-70 años","71-84 años","1.0"
"Año 2023","Agosto","Córdoba","31-40 años","31-40 años","1.0"
"Año 2023","Agosto","Santa Cruz de Tenerife",">=85 años",">=85 años","1.0"
"Año 2023","Agosto","Salamanca","31-40 años","41-50 años","1.0"
"Año 2023","Agosto","Valencia/València","51-60 años","61-70 años","1.0"
"Año 2023","Agosto","Madrid","51-60 años","61-70 años","1.0"
"Año 2023","Septiembre","Granada","31-40 años","41-50 años","1.0"
"Año 2023","Septiembre","Jaén","51-60 años","51-60 años","1.0"
"Año 2023","Septiembre","Sevilla","41-50 años","41-50 años","1.0"
"Año 2023","Septiembre","Toledo","41-50 años","41-50 años","1.0"
"Año 2023","Septiembre","Girona","71-84 años","71-84 años","1.0"
"Año 2023","Septiembre","Tarragona","41-50 años","41-50 años","1.0"
"Año 2023","Septiembre","Alicante/Alacant","71-84 años","71-84 años","1.0"
"Año 2023","Septiembre","Castellón/Castelló","51-60 años","51-60 años","1.0"
"Año 2023","Septiembre","Madrid","31-40 años","21-30 años","1.0"
"Año 2023","Septiembre","Murcia","31-40 años","41-50 años","1.0"
"Año 2023","Octubre","Málaga","51-60 años","61-70 años","1.0"
"Año 2023","Noviembre","Madrid","31-40 años","41-50 años","1.0"
