"Año","Trimestre","Mes","Provincia","Número de llamadas pertinentes"
"Año 2011","Primero","Enero","La Rioja","32.0"
"Año 2011","Primero","Enero","Ceuta","8.0"
"Año 2011","Primero","Enero","Melilla","11.0"
"Año 2011","Primero","Febrero","Almería","58.0"
"Año 2011","Primero","Febrero","Cádiz","122.0"
"Año 2011","Primero","Febrero","Córdoba","72.0"
"Año 2011","Primero","Febrero","Granada","114.0"
"Año 2011","Primero","Febrero","Huelva","58.0"
"Año 2011","Primero","Febrero","Jaén","52.0"
"Año 2011","Primero","Febrero","Málaga","202.0"
"Año 2011","Primero","Febrero","Sevilla","277.0"
"Año 2011","Primero","Febrero","Huesca","13.0"
"Año 2011","Primero","Febrero","Teruel","6.0"
"Año 2011","Primero","Febrero","Zaragoza","78.0"
"Año 2011","Primero","Febrero","Asturias","111.0"
"Año 2011","Primero","Febrero","Illes Balears","98.0"
"Año 2011","Primero","Febrero","Las Palmas","202.0"
"Año 2011","Primero","Febrero","Santa Cruz de Tenerife","158.0"
"Año 2011","Primero","Febrero","Cantabria","89.0"
"Año 2011","Primero","Febrero","Ávila","14.0"
"Año 2011","Primero","Febrero","Burgos","18.0"
"Año 2011","Primero","Febrero","León","45.0"
"Año 2011","Primero","Febrero","Palencia","12.0"
"Año 2011","Primero","Febrero","Salamanca","59.0"
"Año 2011","Primero","Febrero","Segovia","22.0"
"Año 2011","Primero","Febrero","Soria","8.0"
"Año 2011","Primero","Febrero","Valladolid","59.0"
"Año 2011","Primero","Febrero","Zamora","11.0"
"Año 2011","Primero","Febrero","Albacete","26.0"
"Año 2011","Primero","Febrero","Ciudad Real","44.0"
"Año 2011","Primero","Febrero","Cuenca","14.0"
"Año 2011","Primero","Febrero","Guadalajara","38.0"
"Año 2011","Primero","Febrero","Toledo","70.0"
"Año 2011","Primero","Febrero","Barcelona","522.0"
"Año 2011","Primero","Febrero","Girona","51.0"
"Año 2011","Primero","Febrero","Lleida","28.0"
"Año 2011","Primero","Febrero","Tarragona","61.0"
"Año 2011","Primero","Febrero","Alicante/Alacant","208.0"
"Año 2011","Primero","Febrero","Castellón/Castelló","54.0"
"Año 2011","Primero","Febrero","Valencia/València","298.0"
"Año 2011","Primero","Febrero","Badajoz","85.0"
"Año 2011","Primero","Febrero","Cáceres","47.0"
"Año 2011","Primero","Febrero","A Coruña","97.0"
"Año 2011","Primero","Febrero","Lugo","21.0"
"Año 2011","Primero","Febrero","Ourense","27.0"
"Año 2011","Primero","Febrero","Pontevedra","102.0"
"Año 2011","Primero","Febrero","Madrid","1253.0"
"Año 2011","Primero","Febrero","Murcia","166.0"
"Año 2011","Primero","Febrero","Navarra","53.0"
"Año 2011","Primero","Febrero","Araba/Álava","22.0"
"Año 2011","Primero","Febrero","Bizkaia","78.0"
"Año 2011","Primero","Febrero","Gipuzkoa","51.0"
"Año 2011","Primero","Febrero","La Rioja","38.0"
"Año 2011","Primero","Febrero","Ceuta","7.0"
"Año 2011","Primero","Febrero","Melilla","16.0"
"Año 2011","Primero","Marzo","Almería","73.0"
"Año 2011","Primero","Marzo","Cádiz","132.0"
"Año 2011","Primero","Marzo","Córdoba","99.0"
"Año 2011","Primero","Marzo","Granada","138.0"
"Año 2011","Primero","Marzo","Huelva","54.0"
"Año 2011","Primero","Marzo","Jaén","70.0"
"Año 2011","Primero","Marzo","Málaga","230.0"
"Año 2011","Primero","Marzo","Sevilla","290.0"
"Año 2011","Primero","Marzo","Huesca","11.0"
"Año 2011","Primero","Marzo","Teruel","3.0"
"Año 2011","Primero","Marzo","Zaragoza","93.0"
"Año 2011","Primero","Marzo","Asturias","105.0"
"Año 2011","Primero","Marzo","Illes Balears","154.0"
"Año 2011","Primero","Marzo","Las Palmas","193.0"
"Año 2011","Primero","Marzo","Santa Cruz de Tenerife","153.0"
"Año 2011","Primero","Marzo","Cantabria","78.0"
"Año 2011","Primero","Marzo","Ávila","16.0"
"Año 2011","Primero","Marzo","Burgos","26.0"
"Año 2011","Primero","Marzo","León","48.0"
"Año 2011","Primero","Marzo","Palencia","13.0"
"Año 2011","Primero","Marzo","Salamanca","51.0"
"Año 2011","Primero","Marzo","Segovia","23.0"
"Año 2011","Primero","Marzo","Soria","6.0"
"Año 2011","Primero","Marzo","Valladolid","66.0"
"Año 2011","Primero","Marzo","Zamora","26.0"
"Año 2011","Primero","Marzo","Albacete","24.0"
"Año 2011","Primero","Marzo","Ciudad Real","60.0"
"Año 2011","Primero","Marzo","Cuenca","10.0"
"Año 2011","Primero","Marzo","Guadalajara","31.0"
"Año 2011","Primero","Marzo","Toledo","99.0"
"Año 2011","Primero","Marzo","Barcelona","573.0"
"Año 2011","Primero","Marzo","Girona","52.0"
"Año 2011","Primero","Marzo","Lleida","17.0"
"Año 2011","Primero","Marzo","Tarragona","76.0"
"Año 2011","Primero","Marzo","Alicante/Alacant","194.0"
"Año 2011","Primero","Marzo","Castellón/Castelló","53.0"
"Año 2011","Primero","Marzo","Valencia/València","310.0"
"Año 2011","Primero","Marzo","Badajoz","69.0"
"Año 2011","Primero","Marzo","Cáceres","55.0"
"Año 2011","Primero","Marzo","A Coruña","131.0"
"Año 2011","Primero","Marzo","Lugo","34.0"
"Año 2011","Primero","Marzo","Ourense","9.0"
"Año 2011","Primero","Marzo","Pontevedra","89.0"
"Año 2011","Primero","Marzo","Madrid","1171.0"
"Año 2011","Primero","Marzo","Murcia","161.0"
"Año 2011","Primero","Marzo","Navarra","71.0"
"Año 2011","Primero","Marzo","Araba/Álava","15.0"
"Año 2011","Primero","Marzo","Bizkaia","69.0"
"Año 2011","Primero","Marzo","Gipuzkoa","38.0"
"Año 2011","Primero","Marzo","La Rioja","20.0"
"Año 2011","Primero","Marzo","Ceuta","16.0"
"Año 2011","Primero","Marzo","Melilla","14.0"
"Año 2011","Segundo","Abril","Almería","76.0"
"Año 2011","Segundo","Abril","Cádiz","129.0"
"Año 2011","Segundo","Abril","Córdoba","75.0"
"Año 2011","Segundo","Abril","Granada","105.0"
"Año 2011","Segundo","Abril","Huelva","64.0"
"Año 2011","Segundo","Abril","Jaén","69.0"
"Año 2011","Segundo","Abril","Málaga","226.0"
"Año 2011","Segundo","Abril","Sevilla","278.0"
"Año 2011","Segundo","Abril","Huesca","11.0"
"Año 2011","Segundo","Abril","Teruel","7.0"
"Año 2011","Segundo","Abril","Zaragoza","92.0"
"Año 2011","Segundo","Abril","Asturias","146.0"
"Año 2011","Segundo","Abril","Illes Balears","125.0"
"Año 2011","Segundo","Abril","Las Palmas","182.0"
"Año 2011","Segundo","Abril","Santa Cruz de Tenerife","160.0"
"Año 2011","Segundo","Abril","Cantabria","69.0"
"Año 2011","Segundo","Abril","Ávila","26.0"
"Año 2011","Segundo","Abril","Burgos","21.0"
"Año 2011","Segundo","Abril","León","54.0"
"Año 2011","Segundo","Abril","Palencia","13.0"
"Año 2011","Segundo","Abril","Salamanca","34.0"
"Año 2011","Segundo","Abril","Segovia","17.0"
"Año 2011","Segundo","Abril","Soria","4.0"
"Año 2011","Segundo","Abril","Valladolid","69.0"
"Año 2011","Segundo","Abril","Zamora","15.0"
"Año 2011","Segundo","Abril","Albacete","27.0"
"Año 2011","Segundo","Abril","Ciudad Real","57.0"
"Año 2011","Segundo","Abril","Cuenca","17.0"
"Año 2011","Segundo","Abril","Guadalajara","25.0"
"Año 2011","Segundo","Abril","Toledo","72.0"
"Año 2011","Segundo","Abril","Barcelona","572.0"
"Año 2011","Segundo","Abril","Girona","43.0"
"Año 2011","Segundo","Abril","Lleida","18.0"
"Año 2011","Segundo","Abril","Tarragona","60.0"
"Año 2011","Segundo","Abril","Alicante/Alacant","222.0"
"Año 2011","Segundo","Abril","Castellón/Castelló","49.0"
"Año 2011","Segundo","Abril","Valencia/València","307.0"
"Año 2011","Segundo","Abril","Badajoz","89.0"
"Año 2011","Segundo","Abril","Cáceres","54.0"
"Año 2011","Segundo","Abril","A Coruña","111.0"
"Año 2011","Segundo","Abril","Lugo","19.0"
"Año 2011","Segundo","Abril","Ourense","32.0"
"Año 2011","Segundo","Abril","Pontevedra","84.0"
"Año 2011","Segundo","Abril","Madrid","1210.0"
"Año 2011","Segundo","Abril","Murcia","166.0"
"Año 2011","Segundo","Abril","Navarra","66.0"
"Año 2011","Segundo","Abril","Araba/Álava","16.0"
"Año 2011","Segundo","Abril","Bizkaia","83.0"
"Año 2011","Segundo","Abril","Gipuzkoa","38.0"
"Año 2011","Segundo","Abril","La Rioja","40.0"
"Año 2011","Segundo","Abril","Ceuta","2.0"
"Año 2011","Segundo","Abril","Melilla","17.0"
"Año 2011","Segundo","Mayo","Almería","88.0"
"Año 2011","Segundo","Mayo","Cádiz","122.0"
"Año 2011","Segundo","Mayo","Córdoba","78.0"
"Año 2011","Segundo","Mayo","Granada","103.0"
"Año 2011","Segundo","Mayo","Huelva","62.0"
"Año 2011","Segundo","Mayo","Jaén","65.0"
"Año 2011","Segundo","Mayo","Málaga","229.0"
"Año 2011","Segundo","Mayo","Sevilla","288.0"
"Año 2011","Segundo","Mayo","Huesca","20.0"
"Año 2011","Segundo","Mayo","Teruel","6.0"
"Año 2011","Segundo","Mayo","Zaragoza","78.0"
"Año 2011","Segundo","Mayo","Asturias","145.0"
"Año 2011","Segundo","Mayo","Illes Balears","148.0"
"Año 2011","Segundo","Mayo","Las Palmas","179.0"
"Año 2011","Segundo","Mayo","Santa Cruz de Tenerife","122.0"
"Año 2011","Segundo","Mayo","Cantabria","81.0"
"Año 2011","Segundo","Mayo","Ávila","14.0"
"Año 2011","Segundo","Mayo","Burgos","34.0"
"Año 2011","Segundo","Mayo","León","23.0"
"Año 2011","Segundo","Mayo","Palencia","9.0"
"Año 2011","Segundo","Mayo","Salamanca","36.0"
"Año 2011","Segundo","Mayo","Segovia","12.0"
"Año 2011","Segundo","Mayo","Soria","3.0"
"Año 2011","Segundo","Mayo","Valladolid","79.0"
"Año 2011","Segundo","Mayo","Zamora","21.0"
"Año 2011","Segundo","Mayo","Albacete","30.0"
"Año 2011","Segundo","Mayo","Ciudad Real","48.0"
"Año 2011","Segundo","Mayo","Cuenca","21.0"
"Año 2011","Segundo","Mayo","Guadalajara","26.0"
"Año 2011","Segundo","Mayo","Toledo","70.0"
"Año 2011","Segundo","Mayo","Barcelona","524.0"
"Año 2011","Segundo","Mayo","Girona","31.0"
"Año 2011","Segundo","Mayo","Lleida","27.0"
"Año 2011","Segundo","Mayo","Tarragona","56.0"
"Año 2011","Segundo","Mayo","Alicante/Alacant","181.0"
"Año 2011","Segundo","Mayo","Castellón/Castelló","46.0"
"Año 2011","Segundo","Mayo","Valencia/València","343.0"
"Año 2011","Segundo","Mayo","Badajoz","80.0"
"Año 2011","Segundo","Mayo","Cáceres","47.0"
"Año 2011","Segundo","Mayo","A Coruña","117.0"
"Año 2011","Segundo","Mayo","Lugo","31.0"
"Año 2011","Segundo","Mayo","Ourense","20.0"
"Año 2011","Segundo","Mayo","Pontevedra","89.0"
"Año 2011","Segundo","Mayo","Madrid","1268.0"
"Año 2011","Segundo","Mayo","Murcia","145.0"
"Año 2011","Segundo","Mayo","Navarra","75.0"
"Año 2011","Segundo","Mayo","Araba/Álava","10.0"
"Año 2011","Segundo","Mayo","Bizkaia","89.0"
"Año 2011","Segundo","Mayo","Gipuzkoa","37.0"
"Año 2011","Segundo","Mayo","La Rioja","33.0"
"Año 2011","Segundo","Mayo","Ceuta","10.0"
"Año 2011","Segundo","Mayo","Melilla","12.0"
"Año 2011","Segundo","Junio","Almería","60.0"
"Año 2011","Segundo","Junio","Cádiz","119.0"
"Año 2011","Segundo","Junio","Córdoba","67.0"
"Año 2011","Segundo","Junio","Granada","137.0"
"Año 2011","Segundo","Junio","Huelva","53.0"
"Año 2011","Segundo","Junio","Jaén","49.0"
"Año 2011","Segundo","Junio","Málaga","183.0"
"Año 2011","Segundo","Junio","Sevilla","251.0"
"Año 2011","Segundo","Junio","Huesca","13.0"
"Año 2011","Segundo","Junio","Teruel","6.0"
"Año 2011","Segundo","Junio","Zaragoza","91.0"
"Año 2011","Segundo","Junio","Asturias","114.0"
"Año 2011","Segundo","Junio","Illes Balears","131.0"
"Año 2011","Segundo","Junio","Las Palmas","175.0"
"Año 2011","Segundo","Junio","Santa Cruz de Tenerife","142.0"
"Año 2011","Segundo","Junio","Cantabria","60.0"
"Año 2011","Segundo","Junio","Ávila","17.0"
"Año 2011","Segundo","Junio","Burgos","19.0"
"Año 2011","Segundo","Junio","León","51.0"
"Año 2011","Segundo","Junio","Palencia","11.0"
"Año 2011","Segundo","Junio","Salamanca","33.0"
"Año 2011","Segundo","Junio","Segovia","18.0"
"Año 2011","Segundo","Junio","Soria","4.0"
"Año 2011","Segundo","Junio","Valladolid","59.0"
"Año 2011","Segundo","Junio","Zamora","24.0"
"Año 2011","Segundo","Junio","Albacete","42.0"
"Año 2011","Segundo","Junio","Ciudad Real","42.0"
"Año 2011","Segundo","Junio","Cuenca","21.0"
"Año 2011","Segundo","Junio","Guadalajara","29.0"
"Año 2011","Segundo","Junio","Toledo","73.0"
"Año 2011","Segundo","Junio","Barcelona","509.0"
"Año 2011","Segundo","Junio","Girona","56.0"
"Año 2011","Segundo","Junio","Lleida","14.0"
"Año 2011","Segundo","Junio","Tarragona","58.0"
"Año 2011","Segundo","Junio","Alicante/Alacant","213.0"
"Año 2011","Segundo","Junio","Castellón/Castelló","52.0"
"Año 2011","Segundo","Junio","Valencia/València","268.0"
"Año 2011","Segundo","Junio","Badajoz","62.0"
"Año 2011","Segundo","Junio","Cáceres","51.0"
"Año 2011","Segundo","Junio","A Coruña","105.0"
"Año 2011","Segundo","Junio","Lugo","25.0"
"Año 2011","Segundo","Junio","Ourense","34.0"
"Año 2011","Segundo","Junio","Pontevedra","85.0"
"Año 2011","Segundo","Junio","Madrid","1152.0"
"Año 2011","Segundo","Junio","Murcia","129.0"
"Año 2011","Segundo","Junio","Navarra","52.0"
"Año 2011","Segundo","Junio","Araba/Álava","16.0"
"Año 2011","Segundo","Junio","Bizkaia","77.0"
"Año 2011","Segundo","Junio","Gipuzkoa","50.0"
"Año 2011","Segundo","Junio","La Rioja","30.0"
"Año 2011","Segundo","Junio","Ceuta","9.0"
"Año 2011","Segundo","Junio","Melilla","4.0"
"Año 2011","Tercero","Julio","Almería","83.0"
"Año 2011","Tercero","Julio","Cádiz","121.0"
"Año 2011","Tercero","Julio","Córdoba","89.0"
"Año 2011","Tercero","Julio","Granada","114.0"
"Año 2011","Tercero","Julio","Huelva","42.0"
"Año 2011","Tercero","Julio","Jaén","43.0"
"Año 2011","Tercero","Julio","Málaga","187.0"
"Año 2011","Tercero","Julio","Sevilla","236.0"
"Año 2011","Tercero","Julio","Huesca","7.0"
"Año 2011","Tercero","Julio","Teruel","15.0"
"Año 2011","Tercero","Julio","Zaragoza","86.0"
"Año 2011","Tercero","Julio","Asturias","98.0"
"Año 2011","Tercero","Julio","Illes Balears","120.0"
"Año 2011","Tercero","Julio","Las Palmas","210.0"
"Año 2011","Tercero","Julio","Santa Cruz de Tenerife","149.0"
"Año 2011","Tercero","Julio","Cantabria","75.0"
"Año 2011","Tercero","Julio","Ávila","11.0"
"Año 2011","Tercero","Julio","Burgos","37.0"
"Año 2011","Tercero","Julio","León","48.0"
"Año 2011","Tercero","Julio","Palencia","9.0"
"Año 2011","Tercero","Julio","Salamanca","48.0"
"Año 2011","Tercero","Julio","Segovia","13.0"
"Año 2011","Tercero","Julio","Soria","12.0"
"Año 2011","Tercero","Julio","Valladolid","52.0"
"Año 2011","Tercero","Julio","Zamora","19.0"
"Año 2011","Tercero","Julio","Albacete","38.0"
"Año 2011","Tercero","Julio","Ciudad Real","44.0"
"Año 2011","Tercero","Julio","Cuenca","26.0"
"Año 2011","Tercero","Julio","Guadalajara","30.0"
"Año 2011","Tercero","Julio","Toledo","83.0"
"Año 2011","Tercero","Julio","Barcelona","432.0"
"Año 2011","Tercero","Julio","Girona","39.0"
"Año 2011","Tercero","Julio","Lleida","13.0"
"Año 2011","Tercero","Julio","Tarragona","76.0"
"Año 2011","Tercero","Julio","Alicante/Alacant","216.0"
"Año 2011","Tercero","Julio","Castellón/Castelló","45.0"
"Año 2011","Tercero","Julio","Valencia/València","321.0"
"Año 2011","Tercero","Julio","Badajoz","69.0"
"Año 2011","Tercero","Julio","Cáceres","38.0"
"Año 2011","Tercero","Julio","A Coruña","115.0"
"Año 2011","Tercero","Julio","Lugo","34.0"
"Año 2011","Tercero","Julio","Ourense","11.0"
"Año 2011","Tercero","Julio","Pontevedra","79.0"
"Año 2011","Tercero","Julio","Madrid","1131.0"
"Año 2011","Tercero","Julio","Murcia","148.0"
"Año 2011","Tercero","Julio","Navarra","80.0"
"Año 2011","Tercero","Julio","Araba/Álava","23.0"
"Año 2011","Tercero","Julio","Bizkaia","75.0"
"Año 2011","Tercero","Julio","Gipuzkoa","40.0"
"Año 2011","Tercero","Julio","La Rioja","31.0"
"Año 2011","Tercero","Julio","Ceuta","13.0"
"Año 2011","Tercero","Julio","Melilla","6.0"
"Año 2011","Tercero","Agosto","Almería","82.0"
"Año 2011","Tercero","Agosto","Cádiz","143.0"
"Año 2011","Tercero","Agosto","Córdoba","88.0"
"Año 2011","Tercero","Agosto","Granada","123.0"
"Año 2011","Tercero","Agosto","Huelva","73.0"
"Año 2011","Tercero","Agosto","Jaén","63.0"
"Año 2011","Tercero","Agosto","Málaga","212.0"
"Año 2011","Tercero","Agosto","Sevilla","324.0"
"Año 2011","Tercero","Agosto","Huesca","13.0"
"Año 2011","Tercero","Agosto","Teruel","8.0"
"Año 2011","Tercero","Agosto","Zaragoza","78.0"
"Año 2011","Tercero","Agosto","Asturias","127.0"
"Año 2011","Tercero","Agosto","Illes Balears","123.0"
"Año 2011","Tercero","Agosto","Las Palmas","203.0"
"Año 2011","Tercero","Agosto","Santa Cruz de Tenerife","155.0"
"Año 2011","Tercero","Agosto","Cantabria","83.0"
"Año 2011","Tercero","Agosto","Ávila","14.0"
"Año 2011","Tercero","Agosto","Burgos","37.0"
"Año 2011","Tercero","Agosto","León","34.0"
"Año 2011","Tercero","Agosto","Palencia","25.0"
"Año 2011","Tercero","Agosto","Salamanca","46.0"
"Año 2011","Tercero","Agosto","Segovia","9.0"
"Año 2011","Tercero","Agosto","Soria","4.0"
"Año 2011","Tercero","Agosto","Valladolid","108.0"
"Año 2011","Tercero","Agosto","Zamora","10.0"
"Año 2011","Tercero","Agosto","Albacete","36.0"
"Año 2011","Tercero","Agosto","Ciudad Real","44.0"
"Año 2011","Tercero","Agosto","Cuenca","27.0"
"Año 2011","Tercero","Agosto","Guadalajara","33.0"
"Año 2011","Tercero","Agosto","Toledo","85.0"
"Año 2011","Tercero","Agosto","Barcelona","502.0"
"Año 2011","Tercero","Agosto","Girona","53.0"
"Año 2011","Tercero","Agosto","Lleida","26.0"
"Año 2011","Tercero","Agosto","Tarragona","74.0"
"Año 2011","Tercero","Agosto","Alicante/Alacant","231.0"
"Año 2011","Tercero","Agosto","Castellón/Castelló","49.0"
"Año 2011","Tercero","Agosto","Valencia/València","285.0"
"Año 2011","Tercero","Agosto","Badajoz","83.0"
"Año 2011","Tercero","Agosto","Cáceres","76.0"
"Año 2011","Tercero","Agosto","A Coruña","123.0"
"Año 2011","Tercero","Agosto","Lugo","28.0"
"Año 2011","Tercero","Agosto","Ourense","38.0"
"Año 2011","Tercero","Agosto","Pontevedra","96.0"
"Año 2011","Tercero","Agosto","Madrid","1239.0"
"Año 2011","Tercero","Agosto","Murcia","166.0"
"Año 2011","Tercero","Agosto","Navarra","67.0"
"Año 2011","Tercero","Agosto","Araba/Álava","28.0"
"Año 2011","Tercero","Agosto","Bizkaia","77.0"
"Año 2011","Tercero","Agosto","Gipuzkoa","56.0"
"Año 2011","Tercero","Agosto","La Rioja","38.0"
"Año 2011","Tercero","Agosto","Ceuta","8.0"
"Año 2011","Tercero","Agosto","Melilla","19.0"
"Año 2011","Tercero","Septiembre","Almería","101.0"
"Año 2011","Tercero","Septiembre","Cádiz","180.0"
"Año 2011","Tercero","Septiembre","Córdoba","89.0"
"Año 2011","Tercero","Septiembre","Granada","146.0"
"Año 2011","Tercero","Septiembre","Huelva","63.0"
"Año 2011","Tercero","Septiembre","Jaén","73.0"
"Año 2011","Tercero","Septiembre","Málaga","237.0"
"Año 2011","Tercero","Septiembre","Sevilla","370.0"
"Año 2011","Tercero","Septiembre","Huesca","7.0"
"Año 2011","Tercero","Septiembre","Teruel","15.0"
"Año 2011","Tercero","Septiembre","Zaragoza","118.0"
"Año 2011","Tercero","Septiembre","Asturias","160.0"
"Año 2011","Tercero","Septiembre","Illes Balears","141.0"
"Año 2011","Tercero","Septiembre","Las Palmas","222.0"
"Año 2011","Tercero","Septiembre","Santa Cruz de Tenerife","158.0"
"Año 2011","Tercero","Septiembre","Cantabria","98.0"
"Año 2011","Tercero","Septiembre","Ávila","19.0"
"Año 2011","Tercero","Septiembre","Burgos","47.0"
"Año 2011","Tercero","Septiembre","León","56.0"
"Año 2011","Tercero","Septiembre","Palencia","13.0"
"Año 2011","Tercero","Septiembre","Salamanca","34.0"
"Año 2011","Tercero","Septiembre","Segovia","27.0"
"Año 2011","Tercero","Septiembre","Soria","6.0"
"Año 2011","Tercero","Septiembre","Valladolid","89.0"
"Año 2011","Tercero","Septiembre","Zamora","14.0"
"Año 2011","Tercero","Septiembre","Albacete","43.0"
"Año 2011","Tercero","Septiembre","Ciudad Real","69.0"
"Año 2011","Tercero","Septiembre","Cuenca","11.0"
"Año 2011","Tercero","Septiembre","Guadalajara","36.0"
"Año 2011","Tercero","Septiembre","Toledo","127.0"
"Año 2011","Tercero","Septiembre","Barcelona","656.0"
"Año 2011","Tercero","Septiembre","Girona","73.0"
"Año 2011","Tercero","Septiembre","Lleida","31.0"
"Año 2011","Tercero","Septiembre","Tarragona","72.0"
"Año 2011","Tercero","Septiembre","Alicante/Alacant","245.0"
"Año 2011","Tercero","Septiembre","Castellón/Castelló","69.0"
"Año 2011","Tercero","Septiembre","Valencia/València","384.0"
"Año 2011","Tercero","Septiembre","Badajoz","105.0"
"Año 2011","Tercero","Septiembre","Cáceres","50.0"
"Año 2011","Tercero","Septiembre","A Coruña","139.0"
"Año 2011","Tercero","Septiembre","Lugo","34.0"
"Año 2011","Tercero","Septiembre","Ourense","17.0"
"Año 2011","Tercero","Septiembre","Pontevedra","99.0"
"Año 2011","Tercero","Septiembre","Madrid","1400.0"
"Año 2011","Tercero","Septiembre","Murcia","190.0"
"Año 2011","Tercero","Septiembre","Navarra","92.0"
"Año 2011","Tercero","Septiembre","Araba/Álava","27.0"
"Año 2011","Tercero","Septiembre","Bizkaia","121.0"
"Año 2011","Tercero","Septiembre","Gipuzkoa","45.0"
"Año 2011","Tercero","Septiembre","La Rioja","32.0"
"Año 2011","Tercero","Septiembre","Ceuta","11.0"
"Año 2011","Tercero","Septiembre","Melilla","11.0"
"Año 2011","Cuarto","Octubre","Almería","85.0"
"Año 2011","Cuarto","Octubre","Cádiz","160.0"
"Año 2011","Cuarto","Octubre","Córdoba","94.0"
"Año 2011","Cuarto","Octubre","Granada","112.0"
"Año 2011","Cuarto","Octubre","Huelva","67.0"
"Año 2011","Cuarto","Octubre","Jaén","77.0"
"Año 2011","Cuarto","Octubre","Málaga","273.0"
"Año 2011","Cuarto","Octubre","Sevilla","348.0"
"Año 2011","Cuarto","Octubre","Huesca","21.0"
"Año 2011","Cuarto","Octubre","Teruel","6.0"
"Año 2011","Cuarto","Octubre","Zaragoza","116.0"
"Año 2011","Cuarto","Octubre","Asturias","163.0"
"Año 2011","Cuarto","Octubre","Illes Balears","152.0"
"Año 2011","Cuarto","Octubre","Las Palmas","221.0"
"Año 2011","Cuarto","Octubre","Santa Cruz de Tenerife","192.0"
"Año 2011","Cuarto","Octubre","Cantabria","92.0"
"Año 2011","Cuarto","Octubre","Ávila","15.0"
"Año 2011","Cuarto","Octubre","Burgos","41.0"
"Año 2011","Cuarto","Octubre","León","70.0"
"Año 2011","Cuarto","Octubre","Palencia","17.0"
"Año 2011","Cuarto","Octubre","Salamanca","27.0"
"Año 2011","Cuarto","Octubre","Segovia","10.0"
"Año 2011","Cuarto","Octubre","Soria","9.0"
"Año 2011","Cuarto","Octubre","Valladolid","68.0"
"Año 2011","Cuarto","Octubre","Zamora","20.0"
"Año 2011","Cuarto","Octubre","Albacete","38.0"
"Año 2011","Cuarto","Octubre","Ciudad Real","48.0"
"Año 2011","Cuarto","Octubre","Cuenca","20.0"
"Año 2011","Cuarto","Octubre","Guadalajara","33.0"
"Año 2011","Cuarto","Octubre","Toledo","114.0"
"Año 2011","Cuarto","Octubre","Barcelona","731.0"
"Año 2011","Cuarto","Octubre","Girona","47.0"
"Año 2011","Cuarto","Octubre","Lleida","41.0"
"Año 2011","Cuarto","Octubre","Tarragona","82.0"
"Año 2011","Cuarto","Octubre","Alicante/Alacant","276.0"
"Año 2011","Cuarto","Octubre","Castellón/Castelló","86.0"
"Año 2011","Cuarto","Octubre","Valencia/València","397.0"
"Año 2011","Cuarto","Octubre","Badajoz","65.0"
"Año 2011","Cuarto","Octubre","Cáceres","50.0"
"Año 2011","Cuarto","Octubre","A Coruña","154.0"
"Año 2011","Cuarto","Octubre","Lugo","35.0"
"Año 2011","Cuarto","Octubre","Ourense","24.0"
"Año 2011","Cuarto","Octubre","Pontevedra","110.0"
"Año 2011","Cuarto","Octubre","Madrid","1481.0"
"Año 2011","Cuarto","Octubre","Murcia","179.0"
"Año 2011","Cuarto","Octubre","Navarra","68.0"
"Año 2011","Cuarto","Octubre","Araba/Álava","23.0"
"Año 2011","Cuarto","Octubre","Bizkaia","108.0"
"Año 2011","Cuarto","Octubre","Gipuzkoa","66.0"
"Año 2011","Cuarto","Octubre","La Rioja","47.0"
"Año 2011","Cuarto","Octubre","Ceuta","13.0"
"Año 2011","Cuarto","Octubre","Melilla","13.0"
"Año 2011","Cuarto","Noviembre","Almería","77.0"
"Año 2011","Cuarto","Noviembre","Cádiz","171.0"
"Año 2011","Cuarto","Noviembre","Córdoba","84.0"
"Año 2011","Cuarto","Noviembre","Granada","157.0"
"Año 2011","Cuarto","Noviembre","Huelva","62.0"
"Año 2011","Cuarto","Noviembre","Jaén","83.0"
"Año 2011","Cuarto","Noviembre","Málaga","276.0"
"Año 2011","Cuarto","Noviembre","Sevilla","322.0"
"Año 2011","Cuarto","Noviembre","Huesca","15.0"
"Año 2011","Cuarto","Noviembre","Teruel","3.0"
"Año 2011","Cuarto","Noviembre","Zaragoza","123.0"
"Año 2011","Cuarto","Noviembre","Asturias","182.0"
"Año 2011","Cuarto","Noviembre","Illes Balears","146.0"
"Año 2011","Cuarto","Noviembre","Las Palmas","211.0"
"Año 2011","Cuarto","Noviembre","Santa Cruz de Tenerife","175.0"
"Año 2011","Cuarto","Noviembre","Cantabria","82.0"
"Año 2011","Cuarto","Noviembre","Ávila","25.0"
"Año 2011","Cuarto","Noviembre","Burgos","41.0"
"Año 2011","Cuarto","Noviembre","León","65.0"
"Año 2011","Cuarto","Noviembre","Palencia","14.0"
"Año 2011","Cuarto","Noviembre","Salamanca","56.0"
"Año 2011","Cuarto","Noviembre","Segovia","17.0"
"Año 2011","Cuarto","Noviembre","Soria","9.0"
"Año 2011","Cuarto","Noviembre","Valladolid","77.0"
"Año 2011","Cuarto","Noviembre","Zamora","16.0"
"Año 2011","Cuarto","Noviembre","Albacete","42.0"
"Año 2011","Cuarto","Noviembre","Ciudad Real","58.0"
"Año 2011","Cuarto","Noviembre","Cuenca","31.0"
"Año 2011","Cuarto","Noviembre","Guadalajara","29.0"
"Año 2011","Cuarto","Noviembre","Toledo","88.0"
"Año 2011","Cuarto","Noviembre","Barcelona","794.0"
"Año 2011","Cuarto","Noviembre","Girona","65.0"
