"Año","Trimestre","Mes","Provincia","Número de llamadas pertinentes"
"Año 2008","Segundo","Junio","Barcelona","612.0"
"Año 2008","Segundo","Junio","Girona","52.0"
"Año 2008","Segundo","Junio","Lleida","27.0"
"Año 2008","Segundo","Junio","Tarragona","78.0"
"Año 2008","Segundo","Junio","Alicante/Alacant","243.0"
"Año 2008","Segundo","Junio","Castellón/Castelló","59.0"
"Año 2008","Segundo","Junio","Valencia/València","373.0"
"Año 2008","Segundo","Junio","Badajoz","84.0"
"Año 2008","Segundo","Junio","Cáceres","56.0"
"Año 2008","Segundo","Junio","A Coruña","94.0"
"Año 2008","Segundo","Junio","Lugo","21.0"
"Año 2008","Segundo","Junio","Ourense","22.0"
"Año 2008","Segundo","Junio","Pontevedra","63.0"
"Año 2008","Segundo","Junio","Madrid","1402.0"
"Año 2008","Segundo","Junio","Murcia","189.0"
"Año 2008","Segundo","Junio","Navarra","69.0"
"Año 2008","Segundo","Junio","Araba/Álava","16.0"
"Año 2008","Segundo","Junio","Bizkaia","72.0"
"Año 2008","Segundo","Junio","Gipuzkoa","28.0"
"Año 2008","Segundo","Junio","La Rioja","31.0"
"Año 2008","Segundo","Junio","Ceuta","18.0"
"Año 2008","Segundo","Junio","Melilla","14.0"
"Año 2008","Tercero","Julio","Almería","77.0"
"Año 2008","Tercero","Julio","Cádiz","162.0"
"Año 2008","Tercero","Julio","Córdoba","95.0"
"Año 2008","Tercero","Julio","Granada","146.0"
"Año 2008","Tercero","Julio","Huelva","60.0"
"Año 2008","Tercero","Julio","Jaén","72.0"
"Año 2008","Tercero","Julio","Málaga","224.0"
"Año 2008","Tercero","Julio","Sevilla","255.0"
"Año 2008","Tercero","Julio","Huesca","16.0"
"Año 2008","Tercero","Julio","Teruel","11.0"
"Año 2008","Tercero","Julio","Zaragoza","88.0"
"Año 2008","Tercero","Julio","Asturias","107.0"
"Año 2008","Tercero","Julio","Illes Balears","151.0"
"Año 2008","Tercero","Julio","Las Palmas","202.0"
"Año 2008","Tercero","Julio","Santa Cruz de Tenerife","133.0"
"Año 2008","Tercero","Julio","Cantabria","83.0"
"Año 2008","Tercero","Julio","Ávila","18.0"
"Año 2008","Tercero","Julio","Burgos","29.0"
"Año 2008","Tercero","Julio","León","50.0"
"Año 2008","Tercero","Julio","Palencia","23.0"
"Año 2008","Tercero","Julio","Salamanca","31.0"
"Año 2008","Tercero","Julio","Segovia","25.0"
"Año 2008","Tercero","Julio","Soria","11.0"
"Año 2008","Tercero","Julio","Valladolid","74.0"
"Año 2008","Tercero","Julio","Zamora","25.0"
"Año 2008","Tercero","Julio","Albacete","30.0"
"Año 2008","Tercero","Julio","Ciudad Real","54.0"
"Año 2008","Tercero","Julio","Cuenca","18.0"
"Año 2008","Tercero","Julio","Guadalajara","28.0"
"Año 2008","Tercero","Julio","Toledo","94.0"
"Año 2008","Tercero","Julio","Barcelona","660.0"
"Año 2008","Tercero","Julio","Girona","88.0"
"Año 2008","Tercero","Julio","Lleida","26.0"
"Año 2008","Tercero","Julio","Tarragona","96.0"
"Año 2008","Tercero","Julio","Alicante/Alacant","263.0"
"Año 2008","Tercero","Julio","Castellón/Castelló","71.0"
"Año 2008","Tercero","Julio","Valencia/València","363.0"
"Año 2008","Tercero","Julio","Badajoz","92.0"
"Año 2008","Tercero","Julio","Cáceres","51.0"
"Año 2008","Tercero","Julio","A Coruña","113.0"
"Año 2008","Tercero","Julio","Lugo","46.0"
"Año 2008","Tercero","Julio","Ourense","32.0"
"Año 2008","Tercero","Julio","Pontevedra","108.0"
"Año 2008","Tercero","Julio","Madrid","1660.0"
"Año 2008","Tercero","Julio","Murcia","228.0"
"Año 2008","Tercero","Julio","Navarra","46.0"
"Año 2008","Tercero","Julio","Araba/Álava","16.0"
"Año 2008","Tercero","Julio","Bizkaia","71.0"
"Año 2008","Tercero","Julio","Gipuzkoa","29.0"
"Año 2008","Tercero","Julio","La Rioja","17.0"
"Año 2008","Tercero","Julio","Ceuta","9.0"
"Año 2008","Tercero","Julio","Melilla","13.0"
"Año 2008","Tercero","Agosto","Almería","98.0"
"Año 2008","Tercero","Agosto","Cádiz","185.0"
"Año 2008","Tercero","Agosto","Córdoba","93.0"
"Año 2008","Tercero","Agosto","Granada","159.0"
"Año 2008","Tercero","Agosto","Huelva","77.0"
"Año 2008","Tercero","Agosto","Jaén","76.0"
"Año 2008","Tercero","Agosto","Málaga","258.0"
"Año 2008","Tercero","Agosto","Sevilla","350.0"
"Año 2008","Tercero","Agosto","Huesca","14.0"
"Año 2008","Tercero","Agosto","Teruel","11.0"
"Año 2008","Tercero","Agosto","Zaragoza","102.0"
"Año 2008","Tercero","Agosto","Asturias","128.0"
"Año 2008","Tercero","Agosto","Illes Balears","229.0"
"Año 2008","Tercero","Agosto","Las Palmas","195.0"
"Año 2008","Tercero","Agosto","Santa Cruz de Tenerife","180.0"
"Año 2008","Tercero","Agosto","Cantabria","79.0"
"Año 2008","Tercero","Agosto","Ávila","36.0"
"Año 2008","Tercero","Agosto","Burgos","28.0"
"Año 2008","Tercero","Agosto","León","53.0"
"Año 2008","Tercero","Agosto","Palencia","10.0"
"Año 2008","Tercero","Agosto","Salamanca","36.0"
"Año 2008","Tercero","Agosto","Segovia","21.0"
"Año 2008","Tercero","Agosto","Soria","9.0"
"Año 2008","Tercero","Agosto","Valladolid","66.0"
"Año 2008","Tercero","Agosto","Zamora","23.0"
"Año 2008","Tercero","Agosto","Albacete","29.0"
"Año 2008","Tercero","Agosto","Ciudad Real","58.0"
"Año 2008","Tercero","Agosto","Cuenca","33.0"
"Año 2008","Tercero","Agosto","Guadalajara","43.0"
"Año 2008","Tercero","Agosto","Toledo","105.0"
"Año 2008","Tercero","Agosto","Barcelona","672.0"
"Año 2008","Tercero","Agosto","Girona","72.0"
"Año 2008","Tercero","Agosto","Lleida","30.0"
"Año 2008","Tercero","Agosto","Tarragona","134.0"
"Año 2008","Tercero","Agosto","Alicante/Alacant","280.0"
"Año 2008","Tercero","Agosto","Castellón/Castelló","86.0"
"Año 2008","Tercero","Agosto","Valencia/València","392.0"
"Año 2008","Tercero","Agosto","Badajoz","93.0"
"Año 2008","Tercero","Agosto","Cáceres","58.0"
"Año 2008","Tercero","Agosto","A Coruña","141.0"
"Año 2008","Tercero","Agosto","Lugo","37.0"
"Año 2008","Tercero","Agosto","Ourense","24.0"
"Año 2008","Tercero","Agosto","Pontevedra","110.0"
"Año 2008","Tercero","Agosto","Madrid","1568.0"
"Año 2008","Tercero","Agosto","Murcia","273.0"
"Año 2008","Tercero","Agosto","Navarra","71.0"
"Año 2008","Tercero","Agosto","Araba/Álava","23.0"
"Año 2008","Tercero","Agosto","Bizkaia","100.0"
"Año 2008","Tercero","Agosto","Gipuzkoa","45.0"
"Año 2008","Tercero","Agosto","La Rioja","44.0"
"Año 2008","Tercero","Agosto","Ceuta","15.0"
"Año 2008","Tercero","Agosto","Melilla","10.0"
"Año 2008","Tercero","Septiembre","Almería","79.0"
"Año 2008","Tercero","Septiembre","Cádiz","137.0"
"Año 2008","Tercero","Septiembre","Córdoba","82.0"
"Año 2008","Tercero","Septiembre","Granada","101.0"
"Año 2008","Tercero","Septiembre","Huelva","51.0"
"Año 2008","Tercero","Septiembre","Jaén","66.0"
"Año 2008","Tercero","Septiembre","Málaga","207.0"
"Año 2008","Tercero","Septiembre","Sevilla","265.0"
"Año 2008","Tercero","Septiembre","Huesca","15.0"
"Año 2008","Tercero","Septiembre","Teruel","3.0"
"Año 2008","Tercero","Septiembre","Zaragoza","91.0"
"Año 2008","Tercero","Septiembre","Asturias","124.0"
"Año 2008","Tercero","Septiembre","Illes Balears","174.0"
"Año 2008","Tercero","Septiembre","Las Palmas","186.0"
"Año 2008","Tercero","Septiembre","Santa Cruz de Tenerife","163.0"
"Año 2008","Tercero","Septiembre","Cantabria","61.0"
"Año 2008","Tercero","Septiembre","Ávila","31.0"
"Año 2008","Tercero","Septiembre","Burgos","23.0"
"Año 2008","Tercero","Septiembre","León","46.0"
"Año 2008","Tercero","Septiembre","Palencia","12.0"
"Año 2008","Tercero","Septiembre","Salamanca","24.0"
"Año 2008","Tercero","Septiembre","Segovia","21.0"
"Año 2008","Tercero","Septiembre","Soria","5.0"
"Año 2008","Tercero","Septiembre","Valladolid","67.0"
"Año 2008","Tercero","Septiembre","Zamora","13.0"
"Año 2008","Tercero","Septiembre","Albacete","14.0"
"Año 2008","Tercero","Septiembre","Ciudad Real","42.0"
"Año 2008","Tercero","Septiembre","Cuenca","19.0"
"Año 2008","Tercero","Septiembre","Guadalajara","21.0"
"Año 2008","Tercero","Septiembre","Toledo","98.0"
"Año 2008","Tercero","Septiembre","Barcelona","704.0"
"Año 2008","Tercero","Septiembre","Girona","52.0"
"Año 2008","Tercero","Septiembre","Lleida","30.0"
"Año 2008","Tercero","Septiembre","Tarragona","85.0"
"Año 2008","Tercero","Septiembre","Alicante/Alacant","241.0"
"Año 2008","Tercero","Septiembre","Castellón/Castelló","66.0"
"Año 2008","Tercero","Septiembre","Valencia/València","354.0"
"Año 2008","Tercero","Septiembre","Badajoz","101.0"
"Año 2008","Tercero","Septiembre","Cáceres","53.0"
"Año 2008","Tercero","Septiembre","A Coruña","125.0"
"Año 2008","Tercero","Septiembre","Lugo","28.0"
"Año 2008","Tercero","Septiembre","Ourense","10.0"
"Año 2008","Tercero","Septiembre","Pontevedra","81.0"
"Año 2008","Tercero","Septiembre","Madrid","1532.0"
"Año 2008","Tercero","Septiembre","Murcia","236.0"
"Año 2008","Tercero","Septiembre","Navarra","56.0"
"Año 2008","Tercero","Septiembre","Araba/Álava","28.0"
"Año 2008","Tercero","Septiembre","Bizkaia","100.0"
"Año 2008","Tercero","Septiembre","Gipuzkoa","31.0"
"Año 2008","Tercero","Septiembre","La Rioja","41.0"
"Año 2008","Tercero","Septiembre","Ceuta","10.0"
"Año 2008","Tercero","Septiembre","Melilla","19.0"
"Año 2008","Cuarto","Octubre","Almería","79.0"
"Año 2008","Cuarto","Octubre","Cádiz","110.0"
"Año 2008","Cuarto","Octubre","Córdoba","72.0"
"Año 2008","Cuarto","Octubre","Granada","126.0"
"Año 2008","Cuarto","Octubre","Huelva","45.0"
"Año 2008","Cuarto","Octubre","Jaén","48.0"
"Año 2008","Cuarto","Octubre","Málaga","220.0"
"Año 2008","Cuarto","Octubre","Sevilla","273.0"
"Año 2008","Cuarto","Octubre","Huesca","19.0"
"Año 2008","Cuarto","Octubre","Teruel","8.0"
"Año 2008","Cuarto","Octubre","Zaragoza","101.0"
"Año 2008","Cuarto","Octubre","Asturias","86.0"
"Año 2008","Cuarto","Octubre","Illes Balears","145.0"
"Año 2008","Cuarto","Octubre","Las Palmas","182.0"
"Año 2008","Cuarto","Octubre","Santa Cruz de Tenerife","131.0"
"Año 2008","Cuarto","Octubre","Cantabria","64.0"
"Año 2008","Cuarto","Octubre","Ávila","20.0"
"Año 2008","Cuarto","Octubre","Burgos","26.0"
"Año 2008","Cuarto","Octubre","León","57.0"
"Año 2008","Cuarto","Octubre","Palencia","13.0"
"Año 2008","Cuarto","Octubre","Salamanca","38.0"
"Año 2008","Cuarto","Octubre","Segovia","17.0"
"Año 2008","Cuarto","Octubre","Soria","9.0"
"Año 2008","Cuarto","Octubre","Valladolid","62.0"
"Año 2008","Cuarto","Octubre","Zamora","13.0"
"Año 2008","Cuarto","Octubre","Albacete","23.0"
"Año 2008","Cuarto","Octubre","Ciudad Real","40.0"
"Año 2008","Cuarto","Octubre","Cuenca","15.0"
"Año 2008","Cuarto","Octubre","Guadalajara","14.0"
"Año 2008","Cuarto","Octubre","Toledo","67.0"
"Año 2008","Cuarto","Octubre","Barcelona","631.0"
"Año 2008","Cuarto","Octubre","Girona","65.0"
"Año 2008","Cuarto","Octubre","Lleida","22.0"
"Año 2008","Cuarto","Octubre","Tarragona","79.0"
"Año 2008","Cuarto","Octubre","Alicante/Alacant","197.0"
"Año 2008","Cuarto","Octubre","Castellón/Castelló","55.0"
"Año 2008","Cuarto","Octubre","Valencia/València","323.0"
"Año 2008","Cuarto","Octubre","Badajoz","55.0"
"Año 2008","Cuarto","Octubre","Cáceres","45.0"
"Año 2008","Cuarto","Octubre","A Coruña","97.0"
"Año 2008","Cuarto","Octubre","Lugo","17.0"
"Año 2008","Cuarto","Octubre","Ourense","23.0"
"Año 2008","Cuarto","Octubre","Pontevedra","82.0"
"Año 2008","Cuarto","Octubre","Madrid","1331.0"
"Año 2008","Cuarto","Octubre","Murcia","171.0"
"Año 2008","Cuarto","Octubre","Navarra","44.0"
"Año 2008","Cuarto","Octubre","Araba/Álava","42.0"
"Año 2008","Cuarto","Octubre","Bizkaia","72.0"
"Año 2008","Cuarto","Octubre","Gipuzkoa","36.0"
"Año 2008","Cuarto","Octubre","La Rioja","44.0"
"Año 2008","Cuarto","Octubre","Ceuta","15.0"
"Año 2008","Cuarto","Octubre","Melilla","18.0"
"Año 2008","Cuarto","Noviembre","Almería","73.0"
"Año 2008","Cuarto","Noviembre","Cádiz","100.0"
"Año 2008","Cuarto","Noviembre","Córdoba","50.0"
"Año 2008","Cuarto","Noviembre","Granada","94.0"
"Año 2008","Cuarto","Noviembre","Huelva","46.0"
"Año 2008","Cuarto","Noviembre","Jaén","54.0"
"Año 2008","Cuarto","Noviembre","Málaga","182.0"
"Año 2008","Cuarto","Noviembre","Sevilla","262.0"
"Año 2008","Cuarto","Noviembre","Huesca","11.0"
"Año 2008","Cuarto","Noviembre","Teruel","9.0"
"Año 2008","Cuarto","Noviembre","Zaragoza","81.0"
"Año 2008","Cuarto","Noviembre","Asturias","113.0"
"Año 2008","Cuarto","Noviembre","Illes Balears","145.0"
"Año 2008","Cuarto","Noviembre","Las Palmas","218.0"
"Año 2008","Cuarto","Noviembre","Santa Cruz de Tenerife","157.0"
"Año 2008","Cuarto","Noviembre","Cantabria","56.0"
"Año 2008","Cuarto","Noviembre","Ávila","21.0"
"Año 2008","Cuarto","Noviembre","Burgos","33.0"
"Año 2008","Cuarto","Noviembre","León","55.0"
"Año 2008","Cuarto","Noviembre","Palencia","9.0"
"Año 2008","Cuarto","Noviembre","Salamanca","31.0"
"Año 2008","Cuarto","Noviembre","Segovia","8.0"
"Año 2008","Cuarto","Noviembre","Soria","10.0"
"Año 2008","Cuarto","Noviembre","Valladolid","61.0"
"Año 2008","Cuarto","Noviembre","Zamora","7.0"
"Año 2008","Cuarto","Noviembre","Albacete","34.0"
"Año 2008","Cuarto","Noviembre","Ciudad Real","38.0"
"Año 2008","Cuarto","Noviembre","Cuenca","11.0"
"Año 2008","Cuarto","Noviembre","Guadalajara","39.0"
"Año 2008","Cuarto","Noviembre","Toledo","78.0"
"Año 2008","Cuarto","Noviembre","Barcelona","607.0"
"Año 2008","Cuarto","Noviembre","Girona","53.0"
"Año 2008","Cuarto","Noviembre","Lleida","22.0"
"Año 2008","Cuarto","Noviembre","Tarragona","87.0"
"Año 2008","Cuarto","Noviembre","Alicante/Alacant","210.0"
"Año 2008","Cuarto","Noviembre","Castellón/Castelló","39.0"
"Año 2008","Cuarto","Noviembre","Valencia/València","337.0"
"Año 2008","Cuarto","Noviembre","Badajoz","52.0"
"Año 2008","Cuarto","Noviembre","Cáceres","55.0"
"Año 2008","Cuarto","Noviembre","A Coruña","132.0"
"Año 2008","Cuarto","Noviembre","Lugo","28.0"
"Año 2008","Cuarto","Noviembre","Ourense","23.0"
"Año 2008","Cuarto","Noviembre","Pontevedra","72.0"
"Año 2008","Cuarto","Noviembre","Madrid","1414.0"
"Año 2008","Cuarto","Noviembre","Murcia","170.0"
"Año 2008","Cuarto","Noviembre","Navarra","58.0"
"Año 2008","Cuarto","Noviembre","Araba/Álava","28.0"
"Año 2008","Cuarto","Noviembre","Bizkaia","89.0"
"Año 2008","Cuarto","Noviembre","Gipuzkoa","35.0"
"Año 2008","Cuarto","Noviembre","La Rioja","32.0"
"Año 2008","Cuarto","Noviembre","Ceuta","15.0"
"Año 2008","Cuarto","Noviembre","Melilla","14.0"
"Año 2008","Cuarto","Diciembre","Almería","74.0"
"Año 2008","Cuarto","Diciembre","Cádiz","121.0"
"Año 2008","Cuarto","Diciembre","Córdoba","73.0"
"Año 2008","Cuarto","Diciembre","Granada","131.0"
"Año 2008","Cuarto","Diciembre","Huelva","54.0"
"Año 2008","Cuarto","Diciembre","Jaén","52.0"
"Año 2008","Cuarto","Diciembre","Málaga","189.0"
"Año 2008","Cuarto","Diciembre","Sevilla","296.0"
"Año 2008","Cuarto","Diciembre","Huesca","20.0"
"Año 2008","Cuarto","Diciembre","Teruel","18.0"
"Año 2008","Cuarto","Diciembre","Zaragoza","105.0"
"Año 2008","Cuarto","Diciembre","Asturias","113.0"
"Año 2008","Cuarto","Diciembre","Illes Balears","148.0"
"Año 2008","Cuarto","Diciembre","Las Palmas","200.0"
"Año 2008","Cuarto","Diciembre","Santa Cruz de Tenerife","192.0"
"Año 2008","Cuarto","Diciembre","Cantabria","101.0"
"Año 2008","Cuarto","Diciembre","Ávila","20.0"
"Año 2008","Cuarto","Diciembre","Burgos","32.0"
"Año 2008","Cuarto","Diciembre","León","57.0"
"Año 2008","Cuarto","Diciembre","Palencia","15.0"
"Año 2008","Cuarto","Diciembre","Salamanca","34.0"
"Año 2008","Cuarto","Diciembre","Segovia","26.0"
"Año 2008","Cuarto","Diciembre","Soria","4.0"
"Año 2008","Cuarto","Diciembre","Valladolid","59.0"
"Año 2008","Cuarto","Diciembre","Zamora","13.0"
"Año 2008","Cuarto","Diciembre","Albacete","44.0"
"Año 2008","Cuarto","Diciembre","Ciudad Real","45.0"
"Año 2008","Cuarto","Diciembre","Cuenca","21.0"
"Año 2008","Cuarto","Diciembre","Guadalajara","28.0"
"Año 2008","Cuarto","Diciembre","Toledo","76.0"
"Año 2008","Cuarto","Diciembre","Barcelona","617.0"
"Año 2008","Cuarto","Diciembre","Girona","64.0"
"Año 2008","Cuarto","Diciembre","Lleida","24.0"
"Año 2008","Cuarto","Diciembre","Tarragona","88.0"
"Año 2008","Cuarto","Diciembre","Alicante/Alacant","198.0"
"Año 2008","Cuarto","Diciembre","Castellón/Castelló","41.0"
"Año 2008","Cuarto","Diciembre","Valencia/València","315.0"
"Año 2008","Cuarto","Diciembre","Badajoz","93.0"
"Año 2008","Cuarto","Diciembre","Cáceres","33.0"
"Año 2008","Cuarto","Diciembre","A Coruña","135.0"
"Año 2008","Cuarto","Diciembre","Lugo","52.0"
"Año 2008","Cuarto","Diciembre","Ourense","24.0"
"Año 2008","Cuarto","Diciembre","Pontevedra","86.0"
"Año 2008","Cuarto","Diciembre","Madrid","1417.0"
"Año 2008","Cuarto","Diciembre","Murcia","193.0"
"Año 2008","Cuarto","Diciembre","Navarra","68.0"
"Año 2008","Cuarto","Diciembre","Araba/Álava","18.0"
"Año 2008","Cuarto","Diciembre","Bizkaia","77.0"
"Año 2008","Cuarto","Diciembre","Gipuzkoa","42.0"
"Año 2008","Cuarto","Diciembre","La Rioja","28.0"
"Año 2008","Cuarto","Diciembre","Ceuta","13.0"
"Año 2008","Cuarto","Diciembre","Melilla","16.0"
"Año 2009","Primero","Enero","Almería","88.0"
"Año 2009","Primero","Enero","Cádiz","119.0"
"Año 2009","Primero","Enero","Córdoba","47.0"
"Año 2009","Primero","Enero","Granada","106.0"
"Año 2009","Primero","Enero","Huelva","58.0"
"Año 2009","Primero","Enero","Jaén","56.0"
"Año 2009","Primero","Enero","Málaga","187.0"
"Año 2009","Primero","Enero","Sevilla","273.0"
"Año 2009","Primero","Enero","Huesca","19.0"
"Año 2009","Primero","Enero","Teruel","9.0"
"Año 2009","Primero","Enero","Zaragoza","94.0"
"Año 2009","Primero","Enero","Asturias","140.0"
"Año 2009","Primero","Enero","Illes Balears","150.0"
"Año 2009","Primero","Enero","Las Palmas","213.0"
"Año 2009","Primero","Enero","Santa Cruz de Tenerife","145.0"
"Año 2009","Primero","Enero","Cantabria","92.0"
"Año 2009","Primero","Enero","Ávila","14.0"
"Año 2009","Primero","Enero","Burgos","38.0"
"Año 2009","Primero","Enero","León","50.0"
"Año 2009","Primero","Enero","Palencia","16.0"
"Año 2009","Primero","Enero","Salamanca","42.0"
"Año 2009","Primero","Enero","Segovia","9.0"
"Año 2009","Primero","Enero","Soria","9.0"
"Año 2009","Primero","Enero","Valladolid","58.0"
"Año 2009","Primero","Enero","Zamora","23.0"
"Año 2009","Primero","Enero","Albacete","21.0"
"Año 2009","Primero","Enero","Ciudad Real","45.0"
"Año 2009","Primero","Enero","Cuenca","31.0"
"Año 2009","Primero","Enero","Guadalajara","24.0"
"Año 2009","Primero","Enero","Toledo","81.0"
"Año 2009","Primero","Enero","Barcelona","655.0"
"Año 2009","Primero","Enero","Girona","46.0"
"Año 2009","Primero","Enero","Lleida","33.0"
"Año 2009","Primero","Enero","Tarragona","74.0"
"Año 2009","Primero","Enero","Alicante/Alacant","178.0"
"Año 2009","Primero","Enero","Castellón/Castelló","54.0"
"Año 2009","Primero","Enero","Valencia/València","328.0"
"Año 2009","Primero","Enero","Badajoz","69.0"
"Año 2009","Primero","Enero","Cáceres","47.0"
"Año 2009","Primero","Enero","A Coruña","121.0"
"Año 2009","Primero","Enero","Lugo","36.0"
"Año 2009","Primero","Enero","Ourense","30.0"
"Año 2009","Primero","Enero","Pontevedra","118.0"
"Año 2009","Primero","Enero","Madrid","1504.0"
"Año 2009","Primero","Enero","Murcia","181.0"
"Año 2009","Primero","Enero","Navarra","71.0"
"Año 2009","Primero","Enero","Araba/Álava","16.0"
